Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
W4VS12,1295018,Magi-1 family,114,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VRU5,1295018,Magi-1 family,115,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VRW1,1295018,Magi-1 family,115,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSI1,1295018,Magi-1 family,114,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSA2,1295018,Magi-1 family,114,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSI9,1295018,Huwentoxin-1 family,98,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VS08,1295018,Magi-1 family,114,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VRU3,1295018,,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VRV7,1295018,,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSC0,1295018,Huwentoxin-1 family,99,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VS49,1295018,Huwentoxin-1 family,98,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VRV3,1295018,Magi-1 family,124,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VRY7,1295018,Magi-1 family,120,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSI8,1295018,,119,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
W4VSB9,1295018,,119,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial,terrestrial
G4V4G1,6928,Contains 1 Kazal-like domain,261,,,DISULFID:3; CARBOHYD:1,,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level;,Cupiennius salei,Arthropoda,Arachnida,Araneae,Ctenidae,Cupiennius,Cupiennius salei,terrestrial,terrestrial
P0C1B8,170972,Long (3 C-C) scorpion toxin superfamily,58,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
P58609,184615,Assassin bug toxin family,36,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Isyndus obscurus,Arthropoda,Insecta,Hemiptera,Reduviidae,Isyndus,Isyndus obscurus,terrestrial,terrestrial
P59868,55084,Scorpion calcine family,33,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P59888,55084,Phospholipase A2 family,167,,,DISULFID:5; CARBOHYD:1,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
Q9TXD8,6908,Contains 1 peptidase S1 domain,243,,,DISULFID:4; CARBOHYD:1,N-linked glycan at Asn-127 consists of Man3-GlcNAc2-Fuc. {ECO:0000269|PubMed:7622482}.,GO:0005576 (extracellular region); GO:0016853 (isomerase activity),GO:0016853 (isomerase activity),1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
Q9TWH3,6908,,18,,,DISULFID:1,,GO:0005576 (extracellular region); GO:0016853 (isomerase activity),GO:0016853 (isomerase activity),1: Evidence at protein level;,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
Q9PTA2,8616,,28,fragment,,,,GO:0072556 (other organism presynaptic membrane),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P85042,343250,,15,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
B3EWQ0,548547,Huwentoxin-2 family,38,,,DISULFID:3,,GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of other organism); GO:0005576 (extracellular region),,1: Evidence at protein level;,Avicularia juruensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Avicularia,Avicularia juruensis,terrestrial,terrestrial
P0C247,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E1,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E0,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D9,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E3,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C4,278060,Huwentoxin-1 family,66,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C6,278060,Huwentoxin-1 family,66,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C9,278060,Huwentoxin-1 family,66,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D0,278060,Huwentoxin-1 family,66,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C8,278060,Huwentoxin-1 family,66,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C0,278060,Huwentoxin-1 family,62,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C1,278060,Huwentoxin-1 family,62,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D2,278060,Huwentoxin-1 family,65,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G9,278060,Huwentoxin-1 family,78,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H0,278060,Huwentoxin-1 family,50,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E6,278060,Huwentoxin-1 family,77,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E7,278060,Huwentoxin-1 family,77,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E5,278060,Huwentoxin-1 family,77,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F4,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F3,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH56,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F9,278060,Huwentoxin-1 family,83,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F8,278060,Huwentoxin-1 family,83,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G2,278060,Huwentoxin-1 family,84,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G0,278060,Huwentoxin-1 family,84,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G3,278060,Huwentoxin-1 family,84,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G1,278060,Huwentoxin-1 family,105,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G6,278060,Huwentoxin-1 family,84,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G7,278060,Huwentoxin-1 family,84,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH50,278060,Huwentoxin-1 family,32,,,DISULFID:3; MOD_RES:1,Amidated as well as non-amidated forms are found in the venom. {ECO:0000269|PubMed:17476710}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A7,278060,Huwentoxin-2 family,87,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A8,278060,Huwentoxin-2 family,87,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B0,278060,,74,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B2,278060,,74,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B1,278060,,74,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH51,278060,Huwentoxin-1 family,35,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H3,278060,,83,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H4,278060,,83,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH52,278060,Huwentoxin-1 family,35,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I5,278060,Spider toxin Tx2 family,110,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I6,278060,Spider toxin Tx2 family,110,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1I7,278060,Huwentoxin-1 family,50,,,,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH53,278060,Huwentoxin-1 family,27,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH54,278060,Huwentoxin-1 family,34,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0CH55,278060,,31,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C2,278060,Huwentoxin-1 family,66,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D4,278060,Huwentoxin-1 family,65,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D3,278060,Huwentoxin-1 family,65,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P83974,278060,Huwentoxin-1 family,62,,,DISULFID:3,,GO:0035792 (other organism postsynaptic membrane); GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B7,278060,Huwentoxin-1 family,62,,,DISULFID:3,,GO:0035792 (other organism postsynaptic membrane); GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B8,278060,Huwentoxin-1 family,62,,,DISULFID:3,,GO:0035792 (other organism postsynaptic membrane); GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E8,278060,Huwentoxin-1 family,77,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E9,278060,Huwentoxin-1 family,77,,,DISULFID:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F0,278060,Huwentoxin-1 family,83,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F1,278060,Huwentoxin-1 family,79,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F2,278060,Huwentoxin-1 family,79,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1H2,278060,Huwentoxin-1 family,79,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1E4,278060,Huwentoxin-1 family,86,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A0,278060,Huwentoxin-1 family,86,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F5,278060,Huwentoxin-1 family,86,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F6,278060,Huwentoxin-1 family,74,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1F7,278060,Huwentoxin-1 family,87,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D7,278060,Huwentoxin-1 family,88,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D8,278060,Huwentoxin-1 family,86,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G4,278060,Huwentoxin-1 family,84,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G5,278060,Huwentoxin-1 family,84,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A2,278060,Huwentoxin-1 family,55,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1G8,278060,Huwentoxin-1 family,86,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0C5X7,278060,Phrixotoxin family,83,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B6,278060,Phrixotoxin family,83,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1A9,278060,Huwentoxin-2 family,87,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1C7,278060,Huwentoxin-1 family,75,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D5,278060,Huwentoxin-1 family,63,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D6,278060,Huwentoxin-1 family,63,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B4,278060,,64,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B3,278060,,74,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
