Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q86FQ0,227529,Sea anemone actinoporin family,216,,Tentacle,Dose that lyses erythrocyte suspension (ED(50)) is 0.86 ug/ml.,,,,,,,,kw_toxin,Sagartia elegans,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Sagartia,Sagartia elegans,marine,marine
Q5G8A9,309814,,74,,Venom gland,,,,,,,,,venom_tissue,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
P83660,246266,,16,,Venom,,,,GO:0009405 (pathogenesis); GO:0005615 (extracellular space),GO:0009405 (pathogenesis),GO:0005615 (extracellular space),,,both,Cyphononyx dorsalis,Arthropoda,Insecta,Hymenoptera,Pompilidae,Cyphononyx,Cyphononyx dorsalis,terrestrial,terrestrial
Q3SB12,70142,Contains 4 EF-hand domains,156,,Venom gland,,,,,,,,,venom_tissue,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
P84808,8649,CRISP family,13,fragment,Venom,,,,GO:0006952 (defense response); GO:0005576 (extracellular region),GO:0006952 (defense response),GO:0005576 (extracellular region),,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q6PN83,42752,Conotoxin T superfamily,64,,Venom; Venom duct,,Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Disulfide bond:2; Gamma-carboxyglutamic acid:2,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
O73857,33626,Snake toxin family,81,,Liver; Venom; Venom gland,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q8T0W2,135724,Protease inhibitor I19 family,203,,Venom; Venom gland,,,,,,,,,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
P58623,89764,Conotoxin M superfamily,14,,Venom,,,Disulfide bond:3,,,,,,both,Conus betulinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus betulinus,marine,marine
P0C1Y2,72279,Conotoxin A superfamily,62,,Venom duct,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus bandanus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus bandanus,marine,marine
P85013,101314,Conotoxin A superfamily,16,,Venom,,Amidation; Hydroxylation,Disulfide bond:2; Amidation:1,,,,,,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
P19004,8607,Snake toxin family,64,,Venom,LD(50) is 9.4 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
Q7Z099,61198,Conotoxin I1 superfamily,46,fragment,Venom duct,,D-amino acid,D-amino acid:1,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P18513,6494,Conotoxin O superfamily,77,,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P01524,6491,Conotoxin M superfamily,22,,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q9XZK9,6494,Conotoxin O superfamily,76,,Venom duct,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0C1M8,61198,Conotoxin O superfamily,38,fragment,Venom; Venom duct,,Bromination; Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:4; Bromination:3; Disulfide bond:3,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P68521,31150,Disintegrin family,72,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus durissus durissus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P00985,8626,Contains 1 BPTI/Kunitz inhibitor domain,57,,,,,Disulfide bond:3,,,,,,venom_tissue,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
Q9NBG9,34649,Short scorpion toxin superfamily,59,,Venom; Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P82942,8649,Contains 1 disintegrin domain,401,,Venom,,Glycoprotein,Disulfide bond:7; Glycosylation:1,,,,,,venom_tissue,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P59943,6884,Short scorpion toxin superfamily,59,,Single abdominal segment,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P16341,6884,Short scorpion toxin superfamily,31,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q0GY41,380989,Long chain scorpion toxin family,79,,Venom; Venom gland,,,Disulfide bond:3,,,,,,both,Hadrurus gertschi,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus,Hadrurus gertschi,terrestrial,terrestrial
Q86QU3,218467,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P69436,313352,MCD family,14,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Agelaia pallipes,Arthropoda,Insecta,Hymenoptera,Vespidae,Agelaia,Agelaia pallipes,terrestrial,terrestrial
P12028,8740,Snake toxin myotoxin family,43,,,,,Disulfide bond:3,,,,,,both,Crotalus concolor,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus concolor,terrestrial,terrestrial
Q5YF90,33626,NGF-beta family,243,,,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,,,,venom_tissue,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P01398,8616,Snake toxin family,87,,Liver; Venom; Venom gland,,,Disulfide bond:5,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9W729,8616,Snake toxin family,87,,Venom gland,,,Disulfide bond:5,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P01431,8644,Snake toxin family,62,,Venom,LD(50) is 0.04 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja mossambica,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,terrestrial,terrestrial
Q9YGC7,8628,Snake toxin family,83,,Venom gland,,,Disulfide bond:4,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q4JHE3,8667,Flavin monoamine oxidase family,517,,Venom gland,,Glycoprotein,Disulfide bond:2; Glycosylation:2,,,,,,both,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
P24645,8633,Phospholipase A2 family,38,fragment,Venom,,,,,,,,,kw_toxin,Calliophis bivirgatus,Chordata,Lepidosauria,Squamata,Elapidae,Calliophis,Calliophis bivirgatus,terrestrial,terrestrial
Q8UUH9,8628,Phospholipase A2 family,155,,Liver,,,Disulfide bond:7,,,,,,kw_toxin,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q8UW30,8781,Phospholipase A2 family,118,fragment,,,,Disulfide bond:7,,,,,,venom_tissue,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
Q92086,33626,Phospholipase A2 family,146,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P69392,308766,,13,,Venom,,,,,,,,,both,Batozonellus maculifrons,Arthropoda,Insecta,Hymenoptera,Pompilidae,Batozonellus,Batozonellus maculifrons,terrestrial,terrestrial
P0C176,6887,Short scorpion toxin superfamily,29,,Venom,,,,,,,,,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P18926,6877,Long (4 C-C) scorpion toxin superfamily,66,,Venom,,,Disulfide bond:4,,,,,,both,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
P01493,218467,Long (4 C-C) scorpion toxin superfamily,87,,Venom; Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P59354,6869,Long (4 C-C) scorpion toxin superfamily,65,,Venom,,,Disulfide bond:4,,,,,,both,Buthus occitanus mardochei,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
P59865,29941,Long (4 C-C) scorpion toxin superfamily,85,,,,,Disulfide bond:4,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P17728,6884,Long (4 C-C) scorpion toxin superfamily,85,,Venom; Venom gland,LD(50) is 250 ug/kg by subcutaneous injection to mice.,,Disulfide bond:4,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P46066,218467,Long (4 C-C) scorpion toxin superfamily,63,,Venom,,,Disulfide bond:4,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
Q95WX6,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7M485,6921,Spider sphingomyelinase family,35,fragment,,,,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,both,Loxosceles reclusa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles reclusa,terrestrial,terrestrial
Q8MMH4,135724,,78,,Venom; Venom gland,,,,,,,,,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
P83248,184771,Oxyopinin-2 family,37,,Venom,,,,GO:0019835 (cytolysis); GO:0019836 (hemolysis by symbiont of host red blood cells); GO:0009405 (pathogenesis); GO:0006805 (xenobiotic metabolic process); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0019836 (hemolysis by symbiont of host red blood cells); GO:0009405 (pathogenesis); GO:0006805 (xenobiotic metabolic process),GO:0005576 (extracellular region),,,both,Oxyopes takobius,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Oxyopes takobius,terrestrial,terrestrial
P01407,8619,Snake toxin family,62,,Venom,,,,,,,,,both,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P0C294,122909,Long (3 C-C) scorpion toxin superfamily,80,,Venom gland,,,Disulfide bond:3,,,,,,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P84013,272754,,38,fragment,Venom,,,,,,,,,venom_tissue,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P0C298,122909,Long (3 C-C) scorpion toxin superfamily,76,,Venom gland,,,Disulfide bond:3,,,,,,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P01419,8619,Snake toxin family,58,,,LD(50) is 5.5 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
Q4LCT2,6858,Long (3 C-C) scorpion toxin superfamily,81,,Venom gland,,,Disulfide bond:2,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P84919,31165,Sea anemone type 3 (BDS) potassium channel toxin family,41,,Nematoblast,,,Disulfide bond:3,GO:0005576 (extracellular region); GO:0030547 (receptor inhibitor activity),,GO:0005576 (extracellular region),GO:0030547 (receptor inhibitor activity),,both,Bunodosoma caissarum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma caissarum,marine,marine
P13494,6904,Delta-atracotoxin family,42,,Venom,"LD(50) is 0.06 ug/kg by intracerebroventricular injection, and 0.2 mg/kg by subcutaneous injection into mice. Into crickets, LD(50) is 770 pmol/g, and PD(50) is 200 +-36 pmol/g. Into blowfly larvae, PD(50) is 54 +- 14 pmol/g.",,Disulfide bond:4,,,,,,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P60975,209901,Huwentoxin-1 family,35,,Venom,,,Disulfide bond:3,,,,,,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P49266,54074,Huwentoxin-1 family,34,,Venom,,,Disulfide bond:3,,,,,,both,Brachypelma smithi,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,Brachypelma smithi,terrestrial,terrestrial
P67863,8705,PDGF/VEGF growth factor family,110,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,both,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
P83231,183720,Natriuretic peptide family,39,,Venom,,,Disulfide bond:1,GO:0008217 (blood pressure regulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005179 (hormone activity),GO:0008217 (blood pressure regulation); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005179 (hormone activity),,both,Oxyuranus scutellatus canni,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q9DF68,135726,Peptidase S1 family,260,,Venom gland,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:3,,,,,,venom_tissue,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
Q91510,103944,Peptidase S1 family,257,,Venom gland,,Zymogen,Disulfide bond:6,,,,,,venom_tissue,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P84745,8726,,11,,Venom,,Hydroxylation,Hydroxylation:2,,,,,,both,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
Q5R231,227975,Sea anemone actinoporin family,226,,Nematoblast,,Cleavage on pair of basic residues,,,,,,,kw_toxin,Actineria villosa,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Actineria,Actineria villosa,marine,marine
P01500,7460,,46,,Venom; Venom gland,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial,terrestrial
P80163,61304,Endothelin/sarafotoxin family,21,,Venom,,,Disulfide bond:2,,,,,,kw_toxin,Atractaspis bibronii,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis bibronii,terrestrial,terrestrial
Q8AY75,8723,Contains 4 EF-hand domains,156,,Venom gland,,,,,,,,,venom_tissue,Bothrops insularis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops insularis,terrestrial,terrestrial
Q9BPG8,37335,Conotoxin T superfamily,62,,Venom duct,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
Q9BPF2,117992,Conotoxin T superfamily,61,,Venom duct,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2,,,,,,both,Conus ventricosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ventricosus,marine,marine
Q6PN80,101306,Conotoxin T superfamily,68,,Venom duct,,,Disulfide bond:2,,,,,,both,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine,marine
Q9W6W9,8656,Snake toxin family,81,,Liver,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q8T0W4,135724,Contains 1 BPTI/Kunitz inhibitor domain,77,,Venom; Venom gland,,,Disulfide bond:3,,,,,,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
Q91136,8656,Snake toxin family,81,,Venom gland,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P58843,101313,Conotoxin O superfamily,25,,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
P15472,6491,Conotoxin O superfamily,34,,,,Gamma-carboxyglutamic acid; Hydroxylation,Disulfide bond:3; Hydroxylation:2; Gamma-carboxyglutamic acid:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P0C259,6493,Conotoxin I1 superfamily,43,fragment,Venom duct,,D-amino acid,D-amino acid:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P07231,6491,Conantokin family,100,,Venom duct,,Amidation; Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:5; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q9BH73,6494,Conotoxin M superfamily,70,,Venom; Venom duct,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5K0B9,35631,Conotoxin O superfamily,80,,Venom duct,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
P0C1C9,348592,Conotoxin O superfamily,28,,Venom,,Amidation; Gamma-carboxyglutamic acid; Hydroxylation,Disulfide bond:3; Gamma-carboxyglutamic acid:2; Amidation:1; Hydroxylation:1,,,,,,both,Conasprella delessertii,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,Conasprella delessertii,marine,marine
P58844,6491,,29,,,,Amidation; Gamma-carboxyglutamic acid,Disulfide bond:2; Amidation:1; Gamma-carboxyglutamic acid:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P81630,40353,Disintegrin family,67,,Venom,,,Disulfide bond:4,,,,,,venom_tissue,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P31981,8744,Disintegrin family,72,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus basiliscus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus basiliscus,terrestrial,terrestrial
P00991,8705,Contains 1 BPTI/Kunitz inhibitor domain,61,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,,venom_tissue,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
Q86BX0,34649,Short scorpion toxin superfamily,60,,Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P83112,170972,Short scorpion toxin superfamily,37,,Venom,,,Disulfide bond:3,,,,,,both,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
P60210,184226,Short scorpion toxin superfamily,37,,Venom,,,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P60209,34647,Short scorpion toxin superfamily,32,,Venom,,,Disulfide bond:3,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q9N661,34649,Long chain scorpion toxin family,91,,Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q86QV4,217897,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides elegans,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides elegans,terrestrial,terrestrial
P61507,278031,,25,,Venom,,Amidation,Amidation:1,,,,,,both,Hogna carolinensis,Arthropoda,Arachnida,Araneae,Lycosidae,Hogna,Hogna carolinensis,terrestrial,terrestrial
P60589,8654,Waprin toxin family,51,,Venom,,,Disulfide bond:4,,,,,,both,Naja nigricollis,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nigricollis,terrestrial,terrestrial
P01380,355677,Snake toxin family,70,,Venom,LD(50) is 0.096 mg/kg by intramuscular injection.,Amidation,Disulfide bond:5; Amidation:1,,,,,,both,Hydrophis stokesii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis stokesii,marine,marine
P25673,35670,Snake toxin family,71,,Venom,,,Disulfide bond:5,,,,,,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P68418,8642,Snake toxin family,61,,Venom,LD(50) is 0.10 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
Q9W7J9,8673,Snake toxin family,79,,Venom gland,,,Disulfide bond:3,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q4JHE2,70142,Flavin monoamine oxidase family,517,,Venom gland,,Glycoprotein,Disulfide bond:2; Glycosylation:2,,,,,,both,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
P00617,8616,Phospholipase A2 family,147,,Liver; Venom; Venom gland,LD(50) is 0.019 mg/kg by intraperitoneal injection in beta-1 bungarotoxin and 0.028 mg/kg in beta-2.,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q10754,55427,Phospholipase A2 family,138,,Venom,,,Disulfide bond:7,,,,,,kw_toxin,Vipera aspis zinnikeri,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
P10116,8628,Phospholipase A2 family,118,,Venom,LD(50) is 0.045 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q02471,343250,Phospholipase A2 family,138,,Venom gland,LD(50) is 0.32 mg/kg by intravenous injection for RV-4 and 0.15 mg/kg for RV-4/RV-7 complex.,,Disulfide bond:7,,,,,,kw_toxin,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
Q9PU97,8616,Phospholipase A2 family,137,fragment,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P81166,8635,Phospholipase A2 family,118,,Venom,,,Disulfide bond:7,,,,,,kw_toxin,Micrurus nigrocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus,terrestrial,terrestrial
Q8WS88,176094,Phospholipase A2 family,156,,,,Cleavage on pair of basic residues,Disulfide bond:5,,,,,,kw_toxin,Adamsia palliata,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Adamsia,Adamsia palliata,marine,marine
P84689,184226,,10,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q95P69,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C174,6887,Short scorpion toxin superfamily,29,,Venom,,,,,,,,,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
