Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P84689,1221240,,10,fragment,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P84690,1221240,,10,fragment,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P84691,1221240,,10,fragment,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P84692,1221240,,10,fragment,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P84694,1221240,,10,fragment,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q9GYX2,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9GUA7,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q4TUA4,34649,Long (4 C-C) scorpion toxin superfamily,85,,LD(50) is 10.4 ug/kg by intracerebroventricular injection into mice and is 4.7 ug/g to cockroaches. {ECO:0000269|PubMed:16800812}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
G4V3T9,34649,Long (4 C-C) scorpion toxin superfamily,65,fragment,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q95P69,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9UAC9,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9UAC8,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,A possible sulfoxide Met-85 on BmP09 could explain the difference of function between BmK AS-1 and BmP09.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C5H3,6884,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P82815,34649,Long (4 C-C) scorpion toxin superfamily,65,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
M4GX67,34649,Long (4 C-C) scorpion toxin superfamily,83,,LD(50) is 180 ug/kg by subcutaneous injection into mice. {ECO:0000269|PubMed:22705625}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9NBW2,34649,Long (4 C-C) scorpion toxin superfamily,83,,LD(50) is 150 ug/kg by subcutaneous injection into mice. {ECO:0000269|PubMed:22705625}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q95WD2,218467,Long (4 C-C) scorpion toxin superfamily,87,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
Q56TT9,6863,Long (4 C-C) scorpion toxin superfamily,85,,"PD(50) is 130 ng/g body weight to blowfly larvae, PD(50) is 50 ng/g body weight to locusts (Locusta migratoria). Not toxic by subcutaneous injection into mice. {ECO:0000269|PubMed:15705498}.",DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
P0C8X7,50344,Short scorpion toxin superfamily,15,fragment,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
P0C8X6,50344,Short scorpion toxin superfamily,23,,,MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Tityus stigmurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus stigmurus,terrestrial,terrestrial
P45661,6885,Short scorpion toxin superfamily,14,fragment,,,,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Leiurus quinquestriatus quinquestriatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus quinquestriatus,terrestrial,terrestrial
Q7M463,34649,,29,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7Z0F1,34649,,55,,,DISULFID:3,,GO:0005576 (extracellular region),,3: Inferred from homology;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7Z0H4,34649,,55,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q7Z0H5,34649,,55,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
O96669,34647,,45,fragment,,,,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P56678,6884,Long (4 C-C) scorpion toxin superfamily,67,,LD(50) is 50 mg/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:9690781}.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P59356,6884,Long (4 C-C) scorpion toxin superfamily,64,,LD(50) is 34.3 nmol/kg to cockroaches (Blattella germanica). {ECO:0000269|PubMed:12180969}.,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P59357,6884,Long (4 C-C) scorpion toxin superfamily,66,,LD(50) is 28.7 nmol/kg to cockroaches (Blattella germanica). {ECO:0000269|PubMed:12180969}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P45697,34649,Long (4 C-C) scorpion toxin superfamily,84,,"LD(50) is 0.53 mg/kg by intravenous injection into tail mice. {ECO:0000269|PubMed:12705833, ECO:0000269|PubMed:15677695}.",DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P58488,34649,Long (4 C-C) scorpion toxin superfamily,64,,LD(50) is 0.5 mg/kg in mouse (PubMed:10666623). {ECO:0000305|PubMed:10666623}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9BKJ1,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q9BKJ0,34649,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
C9X4J9,57059,Long (4 C-C) scorpion toxin superfamily,80,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K0,57059,Long (4 C-C) scorpion toxin superfamily,60,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K1,57059,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P0C1X7,57059,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K3,57059,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K4,57059,Long (4 C-C) scorpion toxin superfamily,82,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4J8,57059,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K6,57059,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K7,57059,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C9X4K8,57059,Long (4 C-C) scorpion toxin superfamily,81,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C0H693,46704,Cnidaria small cysteine-rich protein (SCRiP) family,81,,,,"The basic myotoxic domain of rattlesnake crotamine toxins (with 6 Cys residues) has been detected in this protein. However, this protein contains 2 additional Cys at the C-terminal region. Hence, this protein may contain 4 disulfide bonds instead of the 3 suggested by the myotoxin domain. {ECO:0000305}.",GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Montipora capitata,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora capitata,marine,marine
C0H694,46704,Cnidaria small cysteine-rich protein (SCRiP) family,81,,,,"The basic myotoxic domain of rattlesnake crotamine toxins (with 6 Cys residues) has been detected in this protein. However, this protein contains 2 additional Cys at the C-terminal region. Hence, this protein may contain 4 disulfide bonds instead of the 3 suggested by the myotoxin domain. {ECO:0000305}.",GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Montipora capitata,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora capitata,marine,marine
C0H690,45264,Cnidaria small cysteine-rich protein (SCRiP) family,89,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Acropora millepora,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,Acropora millepora,marine,marine
C1KIY9,48498,Cnidaria small cysteine-rich protein (SCRiP) family,79,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Orbicella faveolata,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,Orbicella faveolata,marine,marine
C0H691,45264,Cnidaria small cysteine-rich protein (SCRiP) family,79,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Acropora millepora,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,Acropora millepora,marine,marine
C1KIZ0,48498,Cnidaria small cysteine-rich protein (SCRiP) family,68,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Orbicella faveolata,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,Orbicella faveolata,marine,marine
C0H692,45264,Cnidaria small cysteine-rich protein (SCRiP) family,83,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Acropora millepora,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,Acropora millepora,marine,marine
C1KIZ3,48498,Cnidaria small cysteine-rich protein (SCRiP) family,81,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Orbicella faveolata,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,Orbicella faveolata,marine,marine
C1KIZ4,48498,Cnidaria small cysteine-rich protein (SCRiP) family,68,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Orbicella faveolata,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,Orbicella faveolata,marine,marine
C1KIZ5,48498,Cnidaria small cysteine-rich protein (SCRiP) family,81,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Orbicella faveolata,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,Orbicella faveolata,marine,marine
B2ZG38,48498,Cnidaria small cysteine-rich protein (SCRiP) family,74,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Orbicella faveolata,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Orbicella,Orbicella faveolata,marine,marine
P0DL61,51769,Cnidaria small cysteine-rich protein (SCRiP) family,64,fragment,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P0DL60,6116,Cnidaria small cysteine-rich protein (SCRiP) family,69,,,,Contains 4 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Metridium senile,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium senile,marine,marine
Q95P89,34649,,60,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
E7CAU3,34649,Long (4 C-C) scorpion toxin superfamily,66,fragment,,DISULFID:4,,GO:0044465 (modulation of sensory perception of pain in other organism); GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q68PG5,6879,Long (4 C-C) scorpion toxin superfamily,67,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
Q1I176,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
H1ZZH9,1221240,Long (4 C-C) scorpion toxin superfamily,84,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q68PG4,6879,Long (4 C-C) scorpion toxin superfamily,66,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P0CF76,34649,Long (4 C-C) scorpion toxin superfamily,15,fragment,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q1I173,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
H1ZZI0,1221240,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q68PG3,6879,Long (4 C-C) scorpion toxin superfamily,84,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P63019,6878,Long (4 C-C) scorpion toxin superfamily,67,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
E7CLN6,419285,Long (4 C-C) scorpion toxin superfamily,65,fragment,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial,terrestrial
Q1I172,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
H1ZZI1,1221240,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q68PG2,6879,Long (4 C-C) scorpion toxin superfamily,73,fragment,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P0DUI0,1028682,Long (4 C-C) scorpion toxin superfamily,81,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
E7CLN7,419285,Long (4 C-C) scorpion toxin superfamily,66,fragment,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial,terrestrial
H1ZZI2,1221240,Long (4 C-C) scorpion toxin superfamily,89,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
H1ZZI3,1221240,Long (4 C-C) scorpion toxin superfamily,89,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
H1ZZI4,1221240,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P0DUI1,1028682,Long (4 C-C) scorpion toxin superfamily,84,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
E7CLN8,419285,Long (4 C-C) scorpion toxin superfamily,66,fragment,,DISULFID:4,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial,terrestrial
