Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P10457,8628,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q9YGW9,8630,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
Q9DE57,8656,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P01422,8641,Snake toxin family,61,,LD(50) is 0.12 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
P25675,8642,Snake toxin family,61,,LD(50) is 0.08 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
P01423,8655,Snake toxin family,61,,LD(50) is 0.08 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Naja nivea,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nivea,terrestrial,terrestrial
Q9W7K1,8673,Snake toxin family,79,,,,Disulfide bond:4,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P19958,8678,Snake toxin family,60,,LD(50) is 0.076 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Aipysurus laevis,Chordata,Lepidosauria,Squamata,Elapidae,Aipysurus,Aipysurus laevis,marine,marine
Q9YGC4,8630,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
Q9YHU9,8656,Snake toxin family,62,,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P01420,8641,Snake toxin family,61,,LD(50) is 5.0 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
P01432,8644,Snake toxin family,62,,LD(50) is 0.05 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja mossambica,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,terrestrial,terrestrial
Q9PSN6,33626,Snake toxin family,62,,LD(50) is 0.12 mg/kg by intravenous injection into mice.,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q9W7K0,8673,Snake toxin family,79,,,,Disulfide bond:4,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P19960,8678,Snake toxin family,81,,,,Disulfide bond:4,,,,,,both,Aipysurus laevis,Chordata,Lepidosauria,Squamata,Elapidae,Aipysurus,Aipysurus laevis,marine,marine
Q9YGX0,8628,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q9YGW8,8630,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
Q9YHV0,8656,Snake toxin family,61,,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P01421,8641,Snake toxin family,61,,LD(50) is 62.5 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
Q9W7J9,8673,Snake toxin family,79,,,,Disulfide bond:3,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P62389,8682,Snake toxin family,60,,,,Disulfide bond:4,,,,,,both,Hydrophis schistosus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis schistosus,marine,marine
Q9YGC7,8628,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P60772,33626,Snake toxin family,61,,LD(50) is 0.07 mg/kg by intravenous injection into mice.,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q9W7J7,8673,Snake toxin family,79,,,,Disulfide bond:4,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q9W7J6,8673,Snake toxin family,79,,,,Disulfide bond:4,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q9YGJ6,33626,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q9YGJ5,33626,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
O57326,33626,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
O57327,33626,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P68414,8676,Snake toxin family,60,,"LD(50) is 0.170 mg/kg by intravenous injection into mice for the minor toxin, and 0.125 mg/kg for the major toxin.",,Disulfide bond:4,,,,,,both,Hydrophis peronii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis peronii,marine,marine
P25495,8629,Snake toxin family,62,,,,Disulfide bond:4,,,,,,both,Laticauda crockeri,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda crockeri,marine,marine
P60775,8631,Snake toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P62388,8688,Snake toxin family,60,,LD(50) is 0.07 mg/kg by intraperitoneal injection for pelamitoxin A.,,Disulfide bond:4,,,,,,both,Hydrophis platurus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis platurus,marine,marine
P25496,8629,Snake toxin family,62,,,,Disulfide bond:4,,,,,,both,Laticauda crockeri,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda crockeri,marine,marine
P10459,8630,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
Q90VW1,8631,Snake toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P59275,8649,Snake toxin family,61,,LD(50) is 400 mg/kg by intraperitoneal injection.,,Disulfide bond:4,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P10455,8628,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P10458,8629,Snake toxin family,62,,,,Disulfide bond:4,,,,,,both,Laticauda crockeri,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda crockeri,marine,marine
P10460,8630,Snake toxin family,62,,,,Disulfide bond:4,,,,,,both,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
Q7T2I5,8631,Snake toxin family,83,,LD(50) is 0.15 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P59276,8649,Snake toxin family,61,,LD(50) is 80 mg/kg by intraperitoneal injection.,,Disulfide bond:4,,,,,,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P10456,8628,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q9YGI0,8616,Snake toxin family,86,,,,Disulfide bond:4,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9YGI8,8616,Snake toxin family,86,,,,Disulfide bond:4,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P43445,8616,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9W6X0,8656,Snake toxin family,82,,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q9PTT0,35670,Snake toxin family,83,,,,Disulfide bond:4,,,,,,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P59072,8673,Snake toxin family,11,fragment,LD(50) is 0.84 mg/kg by intravenous injection.,,,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P59073,8673,Snake toxin family,15,fragment,LD(50) is 0.80 mg/kg by intravenous injection.,,,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P83234,8665,Contains 1 B30,107,,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,venom_tissue,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P83313,190115,Antimicrobial peptide scorpion family,44,,,,,,,,,,venom_tissue,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
P83314,190115,Antimicrobial peptide scorpion family,44,,,,,,,,,,venom_tissue,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
P83952,111177,Waprin toxin family,50,,,,Disulfide bond:4,,,,,,both,Oxyuranus microlepidotus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus microlepidotus,terrestrial,terrestrial
P81382,8717,Flavin monoamine oxidase family,516,,,Glycoprotein,Disulfide bond:2; Glycosylation:2,,,,,,both,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial,terrestrial
O93364,8729,Flavin monoamine oxidase family,516,,,Glycoprotein,Disulfide bond:2; Glycosylation:1,,,,,,both,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
P56742,8730,Flavin monoamine oxidase family,20,fragment,,,,,,,,,both,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P81383,8665,Flavin monoamine oxidase family,19,fragment,,Glycoprotein,,,,,,,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P81375,8709,Flavin monoamine oxidase family,27,fragment,,,,,,,,,both,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
Q8UW08,8781,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,venom_tissue,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
Q9PUH4,29156,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUH3,29156,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUH2,29156,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUH1,29156,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUH0,29156,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUG9,29156,Phospholipase A2 family,144,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUG8,29156,Phospholipase A2 family,152,,,,Disulfide bond:6,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PUG7,29156,Phospholipase A2 family,152,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P84475,92438,Phospholipase A2 family,14,fragment,LD(50) is 0.26 mg/kg by intravenous injection in mice.,,,,,,,,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P04417,242054,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,venom_tissue,Gloydius blomhoffii,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius blomhoffii,terrestrial,terrestrial
P59359,29156,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P20474,8722,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
P82114,98334,Phospholipase A2 family,121,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops moojeni,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops moojeni,terrestrial,terrestrial
P58399,113192,Phospholipase A2 family,121,,LD(50) is 8 mg/kg by intraperitoneal injection.,,Disulfide bond:7,,,,,,kw_toxin,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
Q8QFW4,132961,Phospholipase A2 family,147,,,,Disulfide bond:7,,,,,,kw_toxin,Bungarus caeruleus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus caeruleus,terrestrial,terrestrial
P00617,8616,Phospholipase A2 family,147,,LD(50) is 0.019 mg/kg by intraperitoneal injection in beta-1 bungarotoxin and 0.028 mg/kg in beta-2.,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P19000,8630,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,,venom_tissue,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
P00611,8631,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,,venom_tissue,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P24644,8633,Phospholipase A2 family,38,fragment,,,,,,,,,kw_toxin,Calliophis bivirgatus,Chordata,Lepidosauria,Squamata,Elapidae,Calliophis,Calliophis bivirgatus,terrestrial,terrestrial
P21790,8635,Phospholipase A2 family,27,fragment,,,,,,,,,kw_toxin,Micrurus nigrocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus,terrestrial,terrestrial
P80966,8665,Phospholipase A2 family,151,,,,Disulfide bond:7,,,,,,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P00614,8667,Phospholipase A2 family,119,,LD(50) is 0.3 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,kw_toxin,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q9W7J4,8673,Phospholipase A2 family,154,,,,Disulfide bond:7,,,,,,venom_tissue,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P06859,88087,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P00625,8769,Phospholipase A2 family,139,,,,Disulfide bond:7,,,,,,venom_tissue,Ovophis okinavensis,Chordata,Lepidosauria,Squamata,Viperidae,Ovophis,Ovophis okinavensis,terrestrial,terrestrial
P14420,73841,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,kw_toxin,Vipera ammodytes meridionalis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
Q8JFG0,194601,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,,kw_toxin,Vipera aspis aspis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
Q10754,55427,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,,kw_toxin,Vipera aspis zinnikeri,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
Q8QG87,8723,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,,venom_tissue,Bothrops insularis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops insularis,terrestrial,terrestrial
Q45Z30,100989,Phospholipase A2 family,151,,,,Disulfide bond:7,,,,,,both,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
P84472,92438,Phospholipase A2 family,14,fragment,LD(50) is 0.22 mg/kg by intravenous injection in mice.,,,,,,,,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P18997,8714,Phospholipase A2 family,32,fragment,,,,,,,,,kw_toxin,Gloydius halys,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,terrestrial,terrestrial
Q9PUI1,29156,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P24605,8722,Phospholipase A2 family,121,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
P84397,8723,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,venom_tissue,Bothrops insularis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops insularis,terrestrial,terrestrial
Q9I834,98334,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops moojeni,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops moojeni,terrestrial,terrestrial
P82287,113192,Phospholipase A2 family,121,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
Q8QFW3,132961,Phospholipase A2 family,147,,,,Disulfide bond:7,,,,,,kw_toxin,Bungarus caeruleus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus caeruleus,terrestrial,terrestrial
P00618,8616,Phospholipase A2 family,145,,LD(50) is 0.066 mg/kg by intraperitoneal injection in beta-3 bungarotoxin and 0.073 mg/kg in beta-4.,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P81165,44722,Phospholipase A2 family,121,,,,Disulfide bond:7,,,,,,kw_toxin,Cerrophidion godmani,Chordata,Lepidosauria,Squamata,Viperidae,Cerrophidion,Cerrophidion godmani,terrestrial,terrestrial
P10116,8628,Phospholipase A2 family,118,,LD(50) is 0.045 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P24645,8633,Phospholipase A2 family,38,fragment,,,,,,,,,kw_toxin,Calliophis bivirgatus,Chordata,Lepidosauria,Squamata,Elapidae,Calliophis,Calliophis bivirgatus,terrestrial,terrestrial
P21791,8635,Phospholipase A2 family,28,fragment,,,,,,,,,kw_toxin,Micrurus nigrocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus,terrestrial,terrestrial
P00608,70142,Phospholipase A2 family,119,,LD(50) is 0.025 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,kw_toxin,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
Q9DF33,8665,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,,venom_tissue,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P00615,8667,Phospholipase A2 family,118,,,,Disulfide bond:7,,,,,,kw_toxin,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q9W7J3,8673,Phospholipase A2 family,154,,,,Disulfide bond:7,,,,,,venom_tissue,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q45Z29,100989,Phospholipase A2 family,151,,,,Disulfide bond:7,,,,,,both,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
Q10755,55427,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,kw_toxin,Vipera aspis zinnikeri,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
P14421,8714,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,,kw_toxin,Gloydius halys,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,terrestrial,terrestrial
Q9PRG0,29156,Phospholipase A2 family,145,,,,Disulfide bond:5,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q9PVE3,8722,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
P58464,113192,Phospholipase A2 family,120,,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
P00619,8616,Phospholipase A2 family,147,,LD(50) is 0.13 mg/kg by intraperitoneal injection.,,Disulfide bond:7,,,,,,kw_toxin,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q8UUI0,8628,Phospholipase A2 family,155,,,,Disulfide bond:7,,,,,,kw_toxin,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P00612,8631,Phospholipase A2 family,118,,,,Disulfide bond:7,,,,,,venom_tissue,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P21792,8635,Phospholipase A2 family,28,fragment,,,,,,,,,kw_toxin,Micrurus nigrocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus,terrestrial,terrestrial
P00609,70142,Phospholipase A2 family,119,,LD(50) is 0.045 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,,kw_toxin,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
Q9DF56,8665,Phospholipase A2 family,152,,,,Disulfide bond:7,,,,,,venom_tissue,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P00616,8667,Phospholipase A2 family,133,,,Glycoprotein,Glycosylation:1,,,,,,kw_toxin,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
Q92152,8769,Phospholipase A2 family,137,,,,Disulfide bond:7,,,,,,venom_tissue,Ovophis okinavensis,Chordata,Lepidosauria,Squamata,Viperidae,Ovophis,Ovophis okinavensis,terrestrial,terrestrial
P82894,39682,Phospholipase A2 family,28,fragment,,,,,,,,,venom_tissue,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q45Z28,100989,Phospholipase A2 family,151,,,,Disulfide bond:7,,,,,,both,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
Q9PUI0,29156,Phospholipase A2 family,147,,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
