Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q9XZK9,6494,Conotoxin O1 superfamily,76,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019855 (calcium channel inhibitor activity),2: Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0CB10,97188,Conotoxin O1 superfamily,77,,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019855 (calcium channel inhibitor activity),2: Evidence at transcript level,both,Conus ammiralis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ammiralis,marine,marine
P28881,6493,Conotoxin O1 superfamily,72,,Venom; Venom duct,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019855 (calcium channel inhibitor activity),1: Evidence at protein level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q3YED8,89427,Conotoxin O1 superfamily,81,,Venom duct,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine,marine
Q2I2Q6,89445,Conotoxin O2 superfamily,86,,Venom duct,,Disulfide bond,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
P60513,55423,Conotoxin O1 superfamily,32,,Venom,"Dose that produces hyperactivity (ED(50)) is 1.8 pmol/g body mass (native toxin), 1.9 pmol/g body mass (synthetic toxin) and 3.9 pmol/g body mass (P13A mutant).",Amidation; Disulfide bond; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
P0C249,257329,Contryphan family,8,,,,Amidation; D-amino acid; Disulfide bond,Amidation:1; D-amino acid:1; Disulfide bond:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),1: Evidence at protein level,both,Conus inscriptus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus inscriptus,marine,marine
P17235,7452,MCD family,13,,Venom,,Amidation,Amidation:1,GO:0006935 (chemotaxis); GO:0043303 (mast cell degranulation); GO:0005576 (extracellular region),GO:0006935 (chemotaxis); GO:0043303 (mast cell degranulation),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Vespula lewisii,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula lewisii,terrestrial,terrestrial
P84805,8649,CRISP family,25,fragment,Venom,,,,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q7ZT99,8730,CRISP family,240,,Venom gland,,Disulfide bond,Disulfide bond:8,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),1: Evidence at protein level,both,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P0CAZ9,379576,Cytoinsectotoxin family,135,,Venom gland,,,,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P58808,42752,Conotoxin T superfamily,61,,Venom; Venom duct,,Disulfide bond; Hydroxylation,Disulfide bond:2; Hydroxylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
C0KYC3,192919,Conotoxin T superfamily,59,,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus spurius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus spurius,marine,marine
Q9PST4,33626,Snake three-finger toxin family,81,,Liver; Venom gland,,Disulfide bond,Disulfide bond:4,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P58762,130731,Jellyfish toxin family,462,,Nematoblast,LD(50) is 80 ug/kg by intraperitoneal injection into crayfish.,Disulfide bond,,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis); GO:0016021 (integral to membrane); GO:0042151 (nematocyst); GO:0044218 (other organism cell membrane),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006811 (ion transport); GO:0009405 (pathogenesis),GO:0016021 (integral to membrane); GO:0042151 (nematocyst); GO:0044218 (other organism cell membrane),,2: Evidence at transcript level,kw_toxin,Chiropsoides quadrigatus,Cnidaria,Cubozoa,Chirodropida,Chiropsalmidae,Chiropsoides,Chiropsoides quadrigatus,marine,marine
P62390,8641,Snake three-finger toxin family,62,,Venom,LD(50) is 25.2 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
Q91126,8656,Snake three-finger toxin family,83,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q91137,8656,Snake three-finger toxin family,83,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P81630,40353,Disintegrin family,67,,Venom,,Disulfide bond,Disulfide bond:4,GO:0007155 (cell adhesion); GO:0005576 (extracellular region),GO:0007155 (cell adhesion),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P22828,8757,Disintegrin family,73,,Venom,,Disulfide bond,Disulfide bond:6,GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0005576 (extracellular region),GO:0007596 (blood coagulation); GO:0007155 (cell adhesion),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Sistrurus tergeminus,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus tergeminus,terrestrial,terrestrial
P0C6E2,48068,Disintegrin family,41,,Venom,,Disulfide bond,Disulfide bond:4,GO:0007155 (cell adhesion); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0007155 (cell adhesion); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Daboia palaestinae,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia palaestinae,terrestrial,terrestrial
P0C1B7,170972,Long (3 C-C) scorpion toxin superfamily,58,,Venom,,Disulfide bond,Disulfide bond:3,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
P28891,8713,Venom metalloproteinase family,203,,Venom,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),1: Evidence at protein level,both,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
P69837,160738,Grammistin family,24,,Skin secretion,,,,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Pogonoperca punctata,Chordata,Actinopteri,Perciformes,Serranidae,Pogonoperca,Pogonoperca punctata,marine,marine
D2Y2Q5,209901,Contains 1 BPTI/Kunitz inhibitor domain,88,,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity); GO:0004867 (serine-type endopeptidase inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity); GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2A1,209901,Huwentoxin-1 family,90,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2E3,209901,MIT-like AcTx family,84,,Venom gland,,Disulfide bond,Disulfide bond:5,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y293,209901,Magi-1 family,113,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y280,209901,Magi-1 family,113,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2P0,209901,,109,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y212,209901,Huwentoxin-2 family,85,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y213,209901,Huwentoxin-2 family,84,,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y1Z1,209901,Huwentoxin-1 family,83,,Venom gland,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y235,209901,Huwentoxin-1 family,86,,Venom gland,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2G7,209901,Huwentoxin-1 family,87,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
D2Y2E8,209901,Huwentoxin-1 family,86,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P0CH71,209901,Huwentoxin-1 family,31,,Venom,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Cyriopagopus hainanus,Arthropoda,Arachnida,Araneae,Theraphosidae,Cyriopagopus,Cyriopagopus hainanus,terrestrial,terrestrial
P22796,8753,Venom metalloproteinase family,200,,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:3; Glycosylation:1,GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0004222 (metalloendopeptidase activity),1: Evidence at protein level,both,Lachesis muta muta,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis muta,terrestrial,terrestrial
A8Y7N9,343250,Contains 1 BPTI/Kunitz inhibitor domain,96,,Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
Q6ITB2,70142,Contains 1 BPTI/Kunitz inhibitor domain,83,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial,terrestrial
Q2ES46,31159,Contains 1 BPTI/Kunitz inhibitor domain,96,,Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Daboia russelii russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
Q6ITB1,8671,Contains 1 BPTI/Kunitz inhibitor domain,83,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),2: Evidence at transcript level,both,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial,terrestrial
Q71RR0,39682,Contains 1 C-type lectin domain,129,fragment,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0005529 (sugar binding),GO:0007596 (blood coagulation); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0005529 (sugar binding),2: Evidence at transcript level,both,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
B1P1D9,278060,Huwentoxin-1 family,86,,Venom; Venom gland,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1B2,278060,,74,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1D8,278060,Huwentoxin-1 family,86,,Venom gland,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
B1P1J2,278060,MIT-like AcTx family,134,,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P60164,252780,Short scorpion toxin superfamily,37,,Venom,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Parabuthus villosus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus villosus,terrestrial,terrestrial
Q86BX0,34649,Short scorpion toxin superfamily,60,,Venom gland,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P46112,6884,Short scorpion toxin superfamily,38,,Venom,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q6XLL6,190115,Short scorpion toxin superfamily,61,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),2: Evidence at transcript level,both,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q0GY40,380989,Long chain scorpion toxin family,95,,Venom; Venom gland,,Disulfide bond,Disulfide bond:3,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Hadrurus gertschi,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus,Hadrurus gertschi,terrestrial,terrestrial
P0C893,217897,Ergtoxin family,42,,Venom,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Centruroides elegans,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides elegans,terrestrial,terrestrial
P86110,573324,,70,,Venom; Venom gland,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial,terrestrial
Q9PSM4,88085,Contains 1 C-type lectin domain,135,,Venom,,Disulfide bond,Disulfide bond:5,GO:0000771 (agglutination involved in conjugation); GO:0016339 (calcium-dependent cell-cell adhesion); GO:0005576 (extracellular region); GO:0005534 (galactose binding),GO:0000771 (agglutination involved in conjugation); GO:0016339 (calcium-dependent cell-cell adhesion),GO:0005576 (extracellular region),GO:0005534 (galactose binding),1: Evidence at protein level,venom_tissue,Lachesis stenophrys,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis stenophrys,terrestrial,terrestrial
