Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q86QV4,217897,Ergtoxin family,43,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Centruroides elegans,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides elegans,terrestrial,terrestrial
Q0GY42,309814,Long chain scorpion toxin family,47,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
Q6JQN2,34649,,70,,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,Evidence at protein level,venom_tissue,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C5F2,431266,,36,,,Amidation,Disulfide bond:2,,,,,Evidence at protein level,both,Liocheles australasiae,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Liocheles,Liocheles australasiae,terrestrial,terrestrial
Q1ELU0,379576,Latarcin family,84,,,,,,,,,Evidence at transcript level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P61508,278031,,27,,,,,,,,,Evidence at protein level,both,Hogna carolinensis,Arthropoda,Arachnida,Araneae,Lycosidae,Hogna,Hogna carolinensis,terrestrial,terrestrial
P83080,161274,Bombinin family,144,,LD(50) is 8.2 mg/kg by intraperitoneal injection into mice.,Amidation; Cleavage on pair of basic residues,Amidation:2,,,,,Evidence at protein level,kw_toxin,Bombina maxima,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina maxima,terrestrial,terrestrial
P0C1M5,202807,MCD family,13,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
P63175,8742,Snake toxin myotoxin family,45,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial,terrestrial
Q3HXX6,100989,NGF-beta family,243,,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:2,,,,,Evidence at transcript level,both,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
Q2VBP4,8665,Snake three-finger toxin family,91,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P82662,8665,Snake three-finger toxin family,91,,LD(50) is 0.41 mg/kg by intravenous injection into mice. LD(50) is 100 ug/kg by intraperitoneal injection into mice.,,Disulfide bond:5,,,,,Evidence at protein level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P83302,8665,Snake three-finger toxin family,57,,LD(50) is 2 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
A6MFK6,412038,Snake three-finger toxin family,84,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Demansia vestigiata,Chordata,Lepidosauria,Squamata,Elapidae,Demansia,Demansia vestigiata,terrestrial,terrestrial
P62376,8686,Snake three-finger toxin family,79,fragment,LD(50) is 0.085 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Hydrophis cyanocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis cyanocinctus,marine,marine
Q9W7J6,8673,Snake three-finger toxin family,79,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q8AY50,92438,Snake three-finger toxin family,86,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q4JHE1,8670,Flavin monoamine oxidase family,517,,,Glycoprotein,Disulfide bond:2; Glycosylation:1,GO:0001716 (L-amino-acid oxidase activity),,,GO:0001716 (L-amino-acid oxidase activity),Evidence at protein level,both,Pseudechis australis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis australis,terrestrial,terrestrial
P45881,8726,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
P06859,88087,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
Q90WA8,8613,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
Q8UUI0,8628,Phospholipase A2 family,155,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P70088,8767,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
P08878,8732,Phospholipase A2 family,138,,,Pyrrolidone carboxylic acid,Disulfide bond:7; Pyrrolidone carboxylic acid:2,,,,,Evidence at protein level,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P22640,103944,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q9PRT7,8722,Phospholipase A2 family,23,fragment,,,,,,,,Evidence at protein level,both,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
Q92147,88087,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P84651,88085,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Lachesis stenophrys,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis stenophrys,terrestrial,terrestrial
P0C174,6887,Short scorpion toxin superfamily,29,,,,,,,,,Evidence at protein level,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P84646,342590,Long (4 C-C) scorpion toxin superfamily,65,,,Amidation,Disulfide bond:4; Amidation:1,GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),,GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),Evidence at protein level,both,Odontobuthus doriae,Arthropoda,Arachnida,Scorpiones,Buthidae,Odontobuthus,Odontobuthus doriae,terrestrial,terrestrial
P56609,50343,Long (4 C-C) scorpion toxin superfamily,62,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Tityus bahiensis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus bahiensis,terrestrial,terrestrial
P83644,6884,Long (4 C-C) scorpion toxin superfamily,65,,LD(50) is 20.3 +/- 3.0 mg/kg to the insect S.litura.,Amidation,Disulfide bond:4; Amidation:1,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q1I164,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P60256,6869,Long (4 C-C) scorpion toxin superfamily,66,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Buthus occitanus mardochei,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
Q95WD3,218467,Long (4 C-C) scorpion toxin superfamily,86,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
Q7M485,6921,Spider sphingomyelinase family,35,fragment,,,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at protein level,both,Loxosceles reclusa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles reclusa,terrestrial,terrestrial
Q8MMH4,135724,,78,,,,,,,,,Evidence at protein level,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
P81883,8724,Peptidase S1 family,19,fragment,,,,,,,,Evidence at protein level,both,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P56207,6904,Omega-atracotoxin type 1 family,37,,PD(50) is 3 umol/kg when injected into tobacco budworm (Heliothis armigera). PD(50) is 0.25 umol/kg when injected into tobacco budworm (Heliothis virescens). LD(50) is 89-91 pmol/g (0.38 mg/kg) when injected into house crickets (Acheta domestica). LD(50) is 86.5 pmol/g when injected into house flies (Musca domestica). LD(50) is 716 +-23 pmol/g (3.00 +-0.10 ug/g) when orally administered into lone star ticks (Amblyomma americanum). LD(50) is 447 +-3 pmol/g (1877 +-0.013 ug/g) when injected into lone star ticks (Amblyomma americanum).,,Disulfide bond:3,,,,,Evidence at protein level,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P85079,420151,,47,,,,,,,,,Evidence at protein level,both,Alopecosa marikovskyi,Arthropoda,Arachnida,Araneae,Lycosidae,Alopecosa,Alopecosa marikovskyi,terrestrial,terrestrial
P0C297,122909,Long (3 C-C) scorpion toxin superfamily,72,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
O76200,6918,Plectoxin superfamily,83,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P56854,118972,Huwentoxin-1 superfamily,41,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Hysterocrates gigas,Arthropoda,Arachnida,Araneae,Theraphosidae,Hysterocrates,Hysterocrates gigas,terrestrial,terrestrial
Q4LCS9,6858,Long (3 C-C) scorpion toxin superfamily,80,,,,Disulfide bond:3,GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),,GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity),Evidence at protein level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P0C2A1,122909,,28,fragment,,,,,,,,Evidence at protein level,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P83257,185217,Mu-agatoxin family,37,,LD(50) is 24.2 ng/mg body weight of lepidoptera larvae.,Amidation,Disulfide bond:4; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),Evidence at protein level,both,Pireneitega luctuosa,Arthropoda,Arachnida,Araneae,Agelenidae,Pireneitega,Pireneitega luctuosa,terrestrial,terrestrial
P0C5F7,462333,Sea anemone sodium channel inhibitory toxin family,47,,,,Disulfide bond:3,,,,,Inferred from homology,kw_toxin,Anthopleura sp. 'Zhanjiang',Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura sp. 'Zhanjiang',marine,marine
P49126,38407,Insecticidal toxin DTX family,94,,PD(50) is 0.38 nmol/g in lepidopteran larvae.,,Disulfide bond:4,,,,,Evidence at protein level,both,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
Q75WG6,223896,,75,,,,,,,,,Evidence at protein level,venom_tissue,Macrothele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele gigas,terrestrial,terrestrial
P83562,223896,,82,,LD(50) is 3.1 nmol/kg to lepidopteran larvae and 0.74 pmol/g to mice by intracranial injection.,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Macrothele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele gigas,terrestrial,terrestrial
P61231,269635,Phrixotoxin family,31,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Paraphysa scrofa,Arthropoda,Arachnida,Araneae,Theraphosidae,Paraphysa,Paraphysa scrofa,terrestrial,terrestrial
Q7M3P1,6918,,8,fragment,,,,,,,,Evidence at protein level,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
O42256,33626,Snake three-finger toxin family,86,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P35783,30211,CRISP family,204,,,,Disulfide bond:4,,,,,Evidence at protein level,venom_tissue,Vespula flavopilosa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula flavopilosa,terrestrial,terrestrial
P83234,8665,Vespryn family,190,,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,Evidence at protein level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q7ZZS9,135726,Snake venom metalloproteinase family,481,,,Glycoprotein; Zymogen,Disulfide bond:9; Glycosylation:1,,,,,Evidence at protein level,both,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
Q7SZD9,35671,Snake venom metalloproteinase family,478,,,Zymogen,Disulfide bond:7,,,,,Evidence at transcript level,both,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
Q91507,103944,Peptidase S1 family,257,,,Zymogen,Disulfide bond:6,,,,,Evidence at transcript level,both,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
O13063,8767,Peptidase S1 family,258,,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:6,,,,,Evidence at transcript level,both,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
Q7LZF5,8730,Peptidase S1 family,75,,,,Disulfide bond:1,,,,,Evidence at protein level,both,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P84001,280265,,50,fragment,,,,,,,,Evidence at protein level,both,Ancylometes sp. MR-2004,Arthropoda,Arachnida,Araneae,Ctenidae,Ancylometes,Ancylometes sp. MR-2004,terrestrial,terrestrial
P58608,184613,Assassin bug toxin family,35,,,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Agriosphodrus dohrni,Arthropoda,Insecta,Hemiptera,Reduviidae,Agriosphodrus,Agriosphodrus dohrni,terrestrial,terrestrial
P69943,48400,Sea anemone sodium channel inhibitory toxin family,47,,LD(50) is 2.2 ug/kg to crabs.,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Anemonia erythraea,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia erythraea,marine,marine
Q2I2P2,89445,Contulakin family,85,,,Cleavage on pair of basic residues,Disulfide bond:1,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q9NDA7,6494,Contryphan family,63,,,Amidation; Cleavage on pair of basic residues; D-amino acid; Hydroxylation,Amidation:1; D-amino acid:1; Hydroxylation:1,,,,,Evidence at protein level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P81992,29156,CRISP family,28,fragment,,,,,,,,Evidence at protein level,both,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q1A3R1,89445,Conotoxin T superfamily,62,,,Cleavage on pair of basic residues,Disulfide bond:2,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q6PTD0,69564,Conotoxin T superfamily,62,,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,Evidence at protein level,both,Conus miles,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus miles,marine,marine
Q9DGH9,8649,Snake three-finger toxin family,81,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
O93426,8732,Contains 1 C-type lectin domain,158,,,,Disulfide bond:5,,,,,Evidence at protein level,venom_tissue,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P01455,8641,Snake three-finger toxin family,60,,LD(50) is 3 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
Q98960,8656,Snake three-finger toxin family,81,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P24779,8649,Snake three-finger toxin family,60,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P58923,6495,Conotoxin O superfamily,30,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,Evidence at protein level,both,Conus tulipa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus tulipa,marine,marine
P85010,101314,Conotoxin A superfamily,12,,,Amidation,Disulfide bond:2; Amidation:1,,,,,Evidence at protein level,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
P56636,6492,Conotoxin A superfamily,68,,,Amidation,Disulfide bond:2; Amidation:1,,,,,Evidence at protein level,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P69756,6492,Conotoxin O superfamily,32,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at transcript level,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P79688,8616,Snake three-finger toxin family,86,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P0C258,101315,Conotoxin I2 superfamily,70,,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,Evidence at transcript level,both,Conus striolatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striolatus,marine,marine
P58921,6493,Conotoxin A superfamily,69,,,Amidation; Glycoprotein; Hydroxylation; Pyrrolidone carboxylic acid,Disulfide bond:3; Hydroxylation:3; Amidation:1; Glycosylation:1; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q9YGH0,8616,Snake three-finger toxin family,103,,,,Disulfide bond:5,,,,,Evidence at transcript level,venom_tissue,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P0C1N0,42752,Conotoxin M-2 superfamily,19,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at protein level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q9XYZ0,93154,Conotoxin O superfamily,80,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
Q2I2R3,89445,Conotoxin O superfamily,80,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q26350,6492,Conotoxin O superfamily,29,fragment,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
Q9XZK5,6493,Conotoxin O superfamily,82,,,Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at protein level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P22827,8759,Disintegrin family,73,,,,Disulfide bond:6,,,,,Evidence at protein level,venom_tissue,Sistrurus miliarius barbouri,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus miliarius,terrestrial,terrestrial
P28891,8713,Snake venom metalloproteinase family,203,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0042029 (fibrolase activity),,,GO:0042029 (fibrolase activity),Evidence at protein level,venom_tissue,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
P82656,132263,Antimicrobial peptide scorpion family,41,,,,,,,,,Evidence at protein level,venom_tissue,Hoffmannihadrurus aztecus,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hoffmannihadrurus,Hoffmannihadrurus aztecus,terrestrial,terrestrial
Q7LZS8,8618,Contains 1 BPTI/Kunitz inhibitor domain,59,,,,Disulfide bond:3,,,,,Evidence at protein level,venom_tissue,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P83974,278060,Huwentoxin-1 superfamily,62,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0C165,217897,Short scorpion toxin superfamily,39,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Centruroides elegans,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides elegans,terrestrial,terrestrial
Q6XLL6,190115,Short scorpion toxin superfamily,61,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
Q0GY46,369776,Long chain scorpion toxin family,87,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Tityus trivittatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trivittatus,terrestrial,terrestrial
P59938,34649,Short scorpion toxin superfamily,57,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C5F0,242110,Long (4 C-C) scorpion toxin superfamily,62,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Parabuthus granulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus granulatus,terrestrial,terrestrial
Q1ELU9,379576,Latarcin family,93,,,Amidation,Amidation:1,,,,,Evidence at protein level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P84907,157295,Snake venom metalloproteinase family,193,fragment,,,Disulfide bond:3,GO:0042730 (fibrinolysis); GO:0005576 (extracellular region); GO:0042029 (fibrolase activity); GO:0008270 (zinc ion binding),GO:0042730 (fibrinolysis),GO:0005576 (extracellular region),GO:0042029 (fibrolase activity); GO:0008270 (zinc ion binding),Evidence at protein level,both,Bothrops leucurus,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops leucurus,terrestrial,terrestrial
P0C2U6,434756,,18,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
P28375,8619,Snake three-finger toxin family,59,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P69035,91439,MCD family,14,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Protopolybia exigua,Arthropoda,Insecta,Hymenoptera,Vespidae,Protopolybia,Protopolybia exigua,terrestrial,terrestrial
P17238,7447,MCD family,14,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Vespa orientalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa orientalis,terrestrial,terrestrial
Q9PWF3,8732,Snake toxin myotoxin family,65,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q3HXY3,8670,NGF-beta family,242,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at transcript level,both,Pseudechis australis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis australis,terrestrial,terrestrial
Q9W717,8656,Snake three-finger toxin family,86,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
