Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
P58846,6494,Conotoxin M superfamily,65,,,"The hydroxylation at Pro-62 is observed in PubMed:15924437, PubMed:19380747 and PubMed:22709442, and the non-hydroxylation is described in PubMed:22709442. {ECO:0000269|PubMed:15924437, ECO:0000269|PubMed:19380747, ECO:0000269|PubMed:22709442}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
C0HKY8,101286,Conotoxin M superfamily,16,,,,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P86260,6494,Conotoxin M superfamily,16,,,Contains 3 disulfide bonds. {ECO:0000269|PubMed:19380747}.,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
C0HKY9,101286,Conotoxin M superfamily,16,,,,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P86262,6494,Conotoxin M superfamily,17,,,"The truncated conotoxin tx3e is only found with a hydroxyproline, whereas conotoxin tx3e is either hydroxylated or not hydroxylated. {ECO:0000269|PubMed:22709442}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
C0HKZ0,101286,Conotoxin M superfamily,16,,,,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P0C1N7,6494,Conotoxin M superfamily,64,,,"Two peptides are produced from this precursor. Conotoxin Tx3.5-b is amidated at Cys-63, conotoxin Tx3.5-a has an unmodified C-terminus. {ECO:0000269|PubMed:19380747}.",Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0C1N5,42752,Conotoxin M superfamily,68,,,,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
P83082,161274,Bombinin family,144,,LD(50) is 4.3 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:11835991}.,,Bombina maxima,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina maxima,terrestrial
Q8JHE1,161274,Bombinin family,144,,,,Bombina maxima,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina maxima,terrestrial
C0HKZ3,101286,Conotoxin M superfamily,16,,,,Conus araneosus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus araneosus,marine
P0DPL2,6494,Conotoxin M superfamily,15,,,,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P0DPL3,6494,Conotoxin M superfamily,16,,,,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
Q9BPJ7,6494,Conotoxin M superfamily,68,,,Contains 3 disulfide bonds. {ECO:0000269|PubMed:19380747}.,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
P86263,6494,Conotoxin M superfamily,19,,,Contains 3 disulfide bonds.,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
B6V6L0,35631,Conotoxin M superfamily,81,,,,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine
P0DKQ3,101297,Conotoxin M superfamily,71,,,,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0DKQ4,101297,Conotoxin M superfamily,71,,,,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0DKQ5,101297,Conotoxin M superfamily,71,,,,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
P0DKQ6,101297,Conotoxin O1 superfamily,77,,,,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine
C0HL98,465486,Lasioglossin-like family,13,,,,Macropis fulvipes,Arthropoda,Insecta,Hymenoptera,Melittidae,Macropis,Macropis fulvipes,terrestrial
A0A1Z0YU59,8618,Venom Kunitz-type family,57,,,,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial
C0HLA5,8621,Venom Kunitz-type family,57,,,,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial
C0HLA6,8620,Venom Kunitz-type family,57,,,,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial
C0HLA7,8621,Venom Kunitz-type family,57,,,,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial
C0HLA8,8619,Venom Kunitz-type family,57,,,,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial
C0HLA9,8621,Venom Kunitz-type family,57,,,,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial
P00983,8620,Venom Kunitz-type family,57,,,,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial
C0HLB0,8621,Venom Kunitz-type family,56,,,,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial
P86916,458513,,89,,,Contains disulfide bonds which may also be involved in dimerization. {ECO:0000269|PubMed:9187271}.,Pione vastifica,Porifera,Demospongiae,Clionaida,Clionaidae,Pione,Pione vastifica,marine
P69436,313352,MCD family,14,,,,Agelaia pallipes,Arthropoda,Insecta,Hymenoptera,Vespidae,Agelaia,Agelaia pallipes,terrestrial
P0DX31,2597558,MCD family,14,,,,Eumenes micado,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes micado,terrestrial
P0DRA8,91406,MCD family,14,,,,Parachartergus fraternus,Arthropoda,Insecta,Hymenoptera,Vespidae,Parachartergus,Parachartergus fraternus,terrestrial
P0DX35,30208,MCD family,14,,,,Polistes rothneyi,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes rothneyi,terrestrial
P69034,91439,MCD family,14,,,,Protopolybia exigua,Arthropoda,Insecta,Hymenoptera,Vespidae,Protopolybia,Protopolybia exigua,terrestrial
P0DRA1,619325,MCD family,60,,,,Vespa bicolor,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa bicolor,terrestrial
P0DQZ4,7450,MCD family,60,,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
P0C1Q8,7454,MCD family,15,,,,Vespula vulgaris,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula vulgaris,terrestrial
P0DX32,2597558,MCD family,14,,,,Eumenes micado,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes micado,terrestrial
P0DQT3,2893768,MCD family,14,,,,Parachartergus vespiceps testaceus,Arthropoda,Insecta,Hymenoptera,Vespidae,Parachartergus,Parachartergus vespiceps,terrestrial
P84915,291283,MCD family,14,,,,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial
P0DX36,30208,MCD family,14,,,,Polistes rothneyi,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes rothneyi,terrestrial
P69035,91439,MCD family,14,,,,Protopolybia exigua,Arthropoda,Insecta,Hymenoptera,Vespidae,Protopolybia,Protopolybia exigua,terrestrial
P0DRA2,619325,MCD family,60,,,,Vespa bicolor,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa bicolor,terrestrial
P0C1Q9,7454,MCD family,15,,,,Vespula vulgaris,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula vulgaris,terrestrial
P0DX33,2597558,MCD family,14,,,,Eumenes micado,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes micado,terrestrial
P84914,291283,MCD family,14,,,,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial
P0DX37,30208,MCD family,14,,,,Polistes rothneyi,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes rothneyi,terrestrial
P69036,91439,MCD family,14,,,,Protopolybia exigua,Arthropoda,Insecta,Hymenoptera,Vespidae,Protopolybia,Protopolybia exigua,terrestrial
P0DQZ5,7450,MCD family,60,,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
P0DX34,2597558,MCD family,14,,,,Eumenes micado,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes micado,terrestrial
P0DQZ6,7450,MCD family,60,,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
P0DQZ7,7450,MCD family,60,,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
P0DQZ8,7450,MCD family,60,,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
P0DQZ9,7450,MCD family,58,,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
P0DX46,2724002,MCD family,14,,,,Agelaia vicina,Arthropoda,Insecta,Hymenoptera,Vespidae,Agelaia,Agelaia vicina,terrestrial
D1MEI7,693051,MCD family,63,,,,Eumenes pomiformis,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes pomiformis,terrestrial
P0C1M6,743375,MCD family,17,,,,Polistes dominula,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominula,terrestrial
P0DRA5,34729,MCD family,14,,,,Polistes dorsalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dorsalis,terrestrial
P0C1M4,202807,MCD family,14,,,,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial
D1MEI8,693051,MCD family,63,,,,Eumenes pomiformis,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes pomiformis,terrestrial
P0C1M7,743375,MCD family,17,,,,Polistes dominula,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominula,terrestrial
P0DRA6,34729,MCD family,14,,,,Polistes dorsalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dorsalis,terrestrial
P0C1M5,202807,MCD family,13,,,,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial
A0SPI0,202807,MCD family,40,fragment,,,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial
P0C5G7,202807,MCD family,14,,,,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial
P0CJ39,1035771,MCD family,14,,,,Eumenes fraterculus,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes fraterculus,terrestrial
P0CJ38,1035770,MCD family,14,,,,Eumenes rubrofemoratus,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,Eumenes rubrofemoratus,terrestrial
P0C1Q4,291283,MCD family,14,,,,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial
P0C1Q5,91438,MCD family,14,,,"C-terminal amidation is important for the stabilization of the secondary structure in alpha-helical conformation and for activity (PubMed:24955498). The non-amidated analog Protonectarina-MP-OH has a lower level of alpha helical structure than the amidated peptide, as well as a reduced mast cell degranulation activity, a complete loss of hemolytic activity, and a much more reduced antimicrobial activity compared to the amidated peptide (PubMed:24955498). {ECO:0000269|PubMed:24955498}.",Protonectarina sylveirae,Arthropoda,Insecta,Hymenoptera,Vespidae,Protonectarina,Protonectarina sylveirae,terrestrial
P0C022,329991,MCD family,14,,,"C-terminal amidation is important for the stabilization of the secondary structure in alpha-helical conformation and for activity (PubMed:15317499). The non-amidated analog eumenin mastoparan AF1 (EMP- AF1) has a lower level of alpha helical structure than the amidated peptide, as well as a reduced antimicrobial potency on both Gram- positive and Gram-negative bacteria (PubMed:15317499). In addition, this non-amidated analog shows a reduced mast cell degranulating activity and is devoid of hemolytic activity (PubMed:10775751). {ECO:0000269|PubMed:10775751, ECO:0000269|PubMed:15317499}.",Anterhynchium flavomarginatum micado,Arthropoda,Insecta,Hymenoptera,Vespidae,Anterhynchium,Anterhynchium flavomarginatum,terrestrial
P0DTK0,743411,MCD family,18,,,,Chartergellus communis,Arthropoda,Insecta,Hymenoptera,Vespidae,Chartergellus,Chartergellus communis,terrestrial
P0DRA7,256666,MCD family,14,,,"C-terminal amidation is important for activity, since the deamidated MP-9 analog shows an important decrease in both antimicrobial and hemolytic activities. {ECO:0000269|PubMed:18375018}.",Mischocyttarus phthisicus,Arthropoda,Insecta,Hymenoptera,Vespidae,Mischocyttarus,Mischocyttarus phthisicus,terrestrial
P86146,529024,MCD family,79,,,,Orancistrocerus drewseni,Arthropoda,Insecta,Hymenoptera,Vespidae,Orancistrocerus,Orancistrocerus drewseni,terrestrial
P42716,31921,MCD family,14,,,,Parapolybia indica,Arthropoda,Insecta,Hymenoptera,Vespidae,Parapolybia,Parapolybia indica,terrestrial
P01517,256662,MCD family,14,,,,Polistes jokahamae,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes jokahamae,terrestrial
P85874,91420,MCD family,17,,,,Polistes major,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes major,terrestrial
S4S2C7,882735,MCD family,62,,,,Vespa affinis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa affinis,terrestrial
P0C1Q6,7449,MCD family,60,,,,Vespa analis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa analis,terrestrial
P21654,7444,MCD family,60,,,,Vespa basalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa basalis,terrestrial
P01516,7445,MCD family,14,,,,Vespa crabro,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa crabro,terrestrial
S4S3G3,1075778,MCD family,60,,,,Vespa ducalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa ducalis,terrestrial
P01514,7452,MCD family,14,,,,Vespula lewisii,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula lewisii,terrestrial
P04205,7446,MCD family,60,,,,Vespa mandarinia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa mandarinia,terrestrial
P17238,7447,MCD family,60,,,,Vespa orientalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa orientalis,terrestrial
P0C1Q7,7450,MCD family,37,fragment,,,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial
S4S3F6,1075777,MCD family,60,,,,Vespa velutina flavitarsus,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa velutina,terrestrial
P01515,7448,MCD family,14,,,,Vespa simillima xanthoptera,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa simillima,terrestrial
Q6H2Z4,94128,,50,,,,Apis cerana cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial
P01499,7460,,50,,,,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial
P04567,28643,,28,,,,Bombus pensylvanicus,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pensylvanicus,terrestrial
P0DPR9,7461,Melittin family,70,,,,Apis cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial
Q8LW54,7461,Melittin family,77,,,,Apis cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial
P68407,94128,Melittin family,70,,,,Apis cerana cerana,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,terrestrial
P01502,7462,Melittin family,26,,,,Apis dorsata,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis dorsata,terrestrial
P01504,7463,Melittin family,26,,,,Apis florea,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis florea,terrestrial
P01501,7460,Melittin family,70,,LD(50) is 2.7 ug/ml against killifish.,,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial
P59261,202806,Melittin family,70,,,,Polistes hebraeus,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes hebraeus,terrestrial
P59262,7453,Melittin family,70,,,,Vespula maculifrons,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula maculifrons,terrestrial
P68408,202807,Melittin family,70,,,,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial
P68409,202809,Melittin family,70,,,,Vespa velutina nigrithorax,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa velutina,terrestrial
P86170,582867,Xylopin-like family,18,,,,Melecta albifrons,Arthropoda,Insecta,Hymenoptera,Apidae,Melecta,Melecta albifrons,terrestrial
P25687,8620,AVIT (prokineticin) family,81,,,,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial
P56569,34649,Long (4 C-C) scorpion toxin superfamily,64,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
Q86BW9,34649,Long (4 C-C) scorpion toxin superfamily,85,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
P59853,34649,Long (4 C-C) scorpion toxin superfamily,85,,,,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial
C0HJV7,379576,Met-lysine family,121,,,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
C0HJV8,379576,Met-lysine family,121,,,,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial
Q04669,6938,Calycin superfamily,171,,,The N-terminus is blocked. {ECO:0000305|PubMed:8449906}.,Ornithodoros moubata,Arthropoda,Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros moubata,terrestrial
A1BQQ5,42752,CRISP family,289,,,Contains 11 disulfide bonds.,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine
A0A6G9KHE4,219785,Formicidae venom clade 1 family,104,,,,Manica rubida,Arthropoda,Insecta,Hymenoptera,Formicidae,Manica,Manica rubida,terrestrial
P60273,432528,Neurotoxin 30 (phrixotoxin) family,31,,,,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial
Q7YT39,432528,Neurotoxin 10 (Hwtx-1) family,82,,,,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial
O57540,8732,Crotamine-myotoxin family,65,,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
Q9PWF3,8732,Crotamine-myotoxin family,65,,LD(50) is 32.8 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:9839677}.,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
O73799,8732,Crotamine-myotoxin family,64,,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P12028,8740,Crotamine-myotoxin family,43,,,,Crotalus concolor,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus concolor,terrestrial
P24331,8732,Crotamine-myotoxin family,65,,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P01476,8742,Crotamine-myotoxin family,42,,LD(50) is 3.0 mg/kg by intramuscular injection.,,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial
P12029,8740,Crotamine-myotoxin family,43,,,,Crotalus concolor,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus concolor,terrestrial
P24332,8732,Crotamine-myotoxin family,64,fragment,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P63175,8742,Crotamine-myotoxin family,45,,,,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial
P24333,8732,Crotamine-myotoxin family,65,,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P63176,8742,Crotamine-myotoxin family,45,,,,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial
P24334,8732,Crotamine-myotoxin family,51,fragment,,,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P86193,184542,Crotamine-myotoxin family,42,,LD(50) is 0.07 mg/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:17828447}.,,Crotalus durissus cumanensis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P86194,184542,Crotamine-myotoxin family,42,,LD(50) is 0.06 mg/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:17828447}.,,Crotalus durissus cumanensis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P01477,8741,Crotamine-myotoxin family,70,,LD(50) is 1.96 mg/kg by intravenous injection. {ECO:0000269|PubMed:694946}.,,Crotalus helleri,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus helleri,terrestrial
P24330,8729,Crotamine-myotoxin family,70,,LD(50) is 0.96 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:1862521}.,,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial
P63327,221570,Crotamine-myotoxin family,42,,,,Crotalus durissus ruruima,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
P0DMZ1,51769,Sea anemone sodium channel inhibitory toxin family,81,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0C5F7,462333,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura sp. 'Zhanjiang',Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura sp. 'Zhanjiang',marine
Q9NJQ2,6106,Sea anemone sodium channel inhibitory toxin family,82,,,,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine
P69943,48400,Sea anemone sodium channel inhibitory toxin family,47,,LD(50) is 2.2 ug/kg to crabs. {ECO:0000269|PubMed:9133656}.,,Anemonia erythraea,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia erythraea,marine
P01533,6108,Sea anemone sodium channel inhibitory toxin family,46,,,,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine
P0C1F0,6110,Sea anemone sodium channel inhibitory toxin family,47,,LD(50) is 10 ug/kg by intramuscular injection into crabs. {ECO:0000269|PubMed:11072049}.,,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine
P10453,6111,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura fuscoviridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura fuscoviridis,marine
P0C5F8,6112,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine
P0DTR3,2022720,Sea anemone sodium channel inhibitory toxin family,43,,,,Bunodosoma capense,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma capense,marine
P0C5G5,3122430,Sea anemone sodium channel inhibitory toxin family,47,,,,Radianthus crispa,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Radianthus,Radianthus crispa,marine
B1NWU2,6106,Sea anemone sodium channel inhibitory toxin family,82,,,,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine
B1NWU3,6106,Sea anemone sodium channel inhibitory toxin family,82,,,,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine
P0DL50,51769,Sea anemone sodium channel inhibitory toxin family,80,,Dose that immobilizes and contracts insects (ED(50)) is 3.7 pmol/g body weight when intersegmentally injected into S.falculata. {ECO:0000269|PubMed:16846229}.,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0C1F3,6110,Sea anemone sodium channel inhibitory toxin family,47,,,,Anthopleura elegantissima,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura elegantissima,marine
B1NWU4,6106,Sea anemone sodium channel inhibitory toxin family,82,,,,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine
P0DL51,51769,Sea anemone sodium channel inhibitory toxin family,80,,Dose that immobilizes and contracts insects (ED(50)) is 3.7 pmol/g body weight when intersegmentally injected into S.falculata. {ECO:0000269|PubMed:16846229}.,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0DL52,51769,Sea anemone sodium channel inhibitory toxin family,80,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0DL53,51769,Sea anemone sodium channel inhibitory toxin family,80,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0DL54,51769,Sea anemone sodium channel inhibitory toxin family,80,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0C5F4,462333,Sea anemone sodium channel inhibitory toxin family,47,,LD(50) is 1.4 mg/kg when intraperitoneally injected into mice. {ECO:0000269|PubMed:12782079}.,,Anthopleura sp. 'Zhanjiang',Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura sp. 'Zhanjiang',marine
B1NWT7,51769,Sea anemone sodium channel inhibitory toxin family,79,,,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P01528,6108,Sea anemone sodium channel inhibitory toxin family,47,,,,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine
P0DL49,51769,Sea anemone sodium channel inhibitory toxin family,80,,Dose that immobilizes and contracts insects (ED(50)) is 3.7 pmol/g body weight when intersegmentally injected into S.falculata. {ECO:0000269|PubMed:16846229}.,,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
