Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
Q9PSF9,Agkistrodon bilineatus (Cantil) (Tropical moccasin),8718,Phospholipase A2 family,39,,,,,,,
P59066,Austrelaps superbus (Australian copperhead),29156,Phospholipase A2 family,17,,,,,,,
P00622,Bitis caudalis (Horned adder) (Horned viper),8693,Phospholipase A2 family,121,,LD(50) is 0.18 mg/kg by intraperitoneal injection.,DISULFID:7,,,,
Q8QG87,Bothrops insularis (Island jararaca) (Queimada jararaca),8723,Phospholipase A2 family,138,,,DISULFID:7,,,,
P18999,Daboia russelli siamensis (Siamese Russell's viper) (Vipera russelli siamensis),8708,Phospholipase A2 family,22,,,,Seven disulfide bonds are present.,,,
P00610,Enhydrina schistosa (Beaked sea snake) (Common sea snake),8682,Phospholipase A2 family,119,,LD(50) is 0.11 mg/kg by intravenous injection.,DISULFID:7,,,,
P14556,Naja pallida (Red spitting cobra),8658,Phospholipase A2 family,118,,,DISULFID:7,,,,
Q10756,Naja sputatrix (Malayan spitting cobra),33626,Phospholipase A2 family,16,,,,,,,
P43318,Rhopilema nomadica (Mediteranean medusa),42738,Phospholipase A2 family,32,,LD(50) is 6 ug/g by injection.,,,,,
Q8JIY9,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Phospholipase A2 family,138,,,DISULFID:7,,,,
P83239,Pandinus imperator (Emperor scorpion),55084,Antimicrobial peptide scorpion family,44,,,,,,,
P83240,Pandinus imperator (Emperor scorpion),55084,,24,,,,,,,
Q7M3V4,Vespa orientalis (Oriental hornet),7447,,152,,,,,,,
Q7M3V3,Vespa orientalis (Oriental hornet),7447,,139,,,,,,,
P81863,Pardachirus marmoratus (Red sea moses sole),31087,Pardaxin family,10,fragment,,,,,,
P81865,Pardachirus pavoninus (Pacific sole) (Peacock sole),8286,Pardaxin family,33,,,,,,,
P81864,Pardachirus marmoratus (Red sea moses sole),31087,Pardaxin family,5,fragment,,,,,,
P23067,Pardachirus pavoninus (Pacific sole) (Peacock sole),8286,Pardaxin family,33,,,,,,,
P81866,Pardachirus pavoninus (Pacific sole) (Peacock sole),8286,Pardaxin family,33,,,,,,,
P81861,Pardachirus marmoratus (Red sea moses sole),31087,Pardaxin family,33,,,,,,,
P81862,Pardachirus marmoratus (Red sea moses sole),31087,Pardaxin family,33,,,,,,,
P83312,Parabuthus schlechteri (Scorpion),190110,,45,,,,,,,
P84032,Phoneutria nigriventer (Brazilian armed spider),6918,Contains 2 thyroglobulin type-I domains,128,,,,,,,
P84033,Phoneutria nigriventer (Brazilian armed spider),6918,,39,fragment,,,,,,
P41736,Paraponera clavata (Bullet ant) (Izuela),55425,,25,,,MOD_RES:1,,,,
P58606,Peirates turpis (Assassin bug),181095,,34,,,DISULFID:3,,,,
P58805,Conus spurius (Alphabet cone),192919,FARP (FMRFamide related peptide) family,12,,,MOD_RES:1,,,,
Q9NJC5,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9NJC7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9GQW3,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9NJC8,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
Q9GNG8,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9GQV6,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
Q9NJC4,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,74,fragment,,,,,,
P58570,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,20,fragment,,,,,,
P60264,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,29,fragment,,,,,,
P59899,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P60212,Tityus cambridgei (Amazonian scorpion),184226,Alpha/beta-scorpion toxin family,37,fragment,,,Contains four disulfide bonds (By similarity).,,,
P60213,Tityus cambridgei (Amazonian scorpion),184226,Alpha/beta-scorpion toxin family,39,fragment,,,Contains four disulfide bonds (By similarity).,,,
P60214,Tityus cambridgei (Amazonian scorpion),184226,Alpha/beta-scorpion toxin family,64,,,DISULFID:4,,,,
P60215,Tityus cambridgei (Amazonian scorpion),184226,Alpha/beta-scorpion toxin family,28,fragment,,,Contains four disulfide bonds (By similarity).,,,
P46110,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,38,,,DISULFID:3,,,,
Q9GYX2,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
P46111,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,38,,,DISULFID:3,,,,
P46112,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,38,,,DISULFID:3,,,,
Q9GUA7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q95P69,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9UAC9,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9UAC8,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
P82815,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,65,,,DISULFID:4,,,,
P83405,Buthotus judaicus (Scorpion) (Hottentotta judaica),6863,Scorpion toxin 6 family,28,,,DISULFID:3,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity),GO:0005246 (calcium channel regulator activity),
P83406,Buthotus judaicus (Scorpion) (Hottentotta judaica),6863,Scorpion toxin 6 family,28,,,DISULFID:3,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity),GO:0005246 (calcium channel regulator activity),
Q9NBW2,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,83,,LD(50) is 1.50 ug/mouse by intracerebroventricular injection.,DISULFID:4,,,,
P83407,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,31,,,DISULFID:3,,,,
Q9UAD0,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,59,,,DISULFID:4,,,,
Q9BJW4,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,59,,,DISULFID:4,,,,
Q95WD2,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P81761,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin family,62,,,DISULFID:4,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),
P24662,Androctonus mauretanicus mauretanicus (Scorpion),6860,Short scorpion toxin family,38,,,DISULFID:3; MOD_RES:1,,,,
P45629,Centruroides limpidus limpidus (Mexican scorpion),29941,Short scorpion toxin family,38,,,DISULFID:3,,,,
P59847,Centruroides limbatus (Scorpion),244936,Short scorpion toxin family,39,,,,Contains three disulfide bonds (Probable).,,,
O46028,Centruroides noxius (Mexican scorpion),6878,Short scorpion toxin family,62,,,DISULFID:3; MOD_RES:1,,,,
P59867,Heterometrus spinifer (Asia giant forest scorpion),118530,Short scorpion toxin family,34,,,DISULFID:4; MOD_RES:1,,,,
Q9NII6,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,57,,,DISULFID:3; MOD_RES:1,,,,
P55896,Orthochirus scrobiculosus (Central Asian scorpion),6892,Short scorpion toxin family,38,,,DISULFID:3,,,,
P60164,Parabuthus villosus (Scorpion),252780,Short scorpion toxin family,37,,,DISULFID:3,,,,
P83243,Tityus cambridgei (Amazonian scorpion),184226,Short scorpion toxin family,23,,,DISULFID:3,,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),
P59925,Tityus discrepans (Venezuelan scorpion),57059,Short scorpion toxin family,37,,,DISULFID:3,,,,
P45696,Androctonus australis (Sahara scorpion),6858,Short scorpion toxin family,59,,,DISULFID:3,,,,
P45630,Centruroides limpidus limpidus (Mexican scorpion),29941,Short scorpion toxin family,36,fragment,,DISULFID:3,,,,
P59848,Centruroides limbatus (Scorpion),244936,Short scorpion toxin family,36,fragment,,,,,,
P58504,Centruroides noxius (Mexican scorpion),6878,Short scorpion toxin family,32,,,DISULFID:3,,,,
Q9NII5,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,58,,,DISULFID:3; MOD_RES:1,,,,
P60209,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Scorpion toxin 6 family,32,,,DISULFID:3,,,,
P83244,Orthochirus scrobiculosus (Central Asian scorpion),6892,Short scorpion toxin family,28,,,DISULFID:3,,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0019870 (potassium channel inhibitor activity),
P60165,Parabuthus villosus (Scorpion),252780,Short scorpion toxin family,37,,,DISULFID:3,,,,
P08816,Tityus serrulatus (Brazilian scorpion),6887,Short scorpion toxin family,30,fragment,,DISULFID:1,Three disulfide bonds are present. One is indicated here.,,,
P60210,Tityus cambridgei (Amazonian scorpion),184226,Short scorpion toxin family,37,,,DISULFID:3,,,,
P60211,Tityus cambridgei (Amazonian scorpion),184226,Short scorpion toxin family,35,,,DISULFID:3,,,,
P60208,Androctonus mauretanicus mauretanicus (Scorpion),6860,Short scorpion toxin family,37,,,DISULFID:3; MOD_RES:1,,,,
P59290,Buthus occitanus tunetanus (Common European scorpion),6871,Short scorpion toxin family,37,,LD(50) is 5.5 ug/kg by intracerebroventricular injection.,DISULFID:3,,,,
P59849,Centruroides limbatus (Scorpion),244936,Short scorpion toxin family,34,fragment,,,,,,
P45660,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,36,,,DISULFID:3,,,,
P45661,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Short scorpion toxin family,14,fragment,,,,,,
Q8I0L5,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,59,,,DISULFID:3; MOD_RES:1,,,,
P83112,Parabuthus transvaalicus (South African fattail scorpion),170972,Short scorpion toxin family,37,,,DISULFID:3,,,,
P60233,Androctonus australis (Sahara scorpion),6858,Short scorpion toxin family,37,,,DISULFID:3; MOD_RES:1,,,,
P59850,Centruroides limbatus (Scorpion),244936,Short scorpion toxin family,23,fragment,,,,,,
Q86BX0,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,60,,,DISULFID:3,,,,
P58498,Pandinus imperator (Emperor scorpion),55084,Short scorpion toxin family,38,,,DISULFID:4,,,,
P59936,Tityus serrulatus (Brazilian scorpion),6887,Short scorpion toxin family,41,,LD(50) is 826 ug/kg in mouse by intravenous injection.,DISULFID:4; MOD_RES:1,,,,
P31719,Androctonus mauretanicus mauretanicus (Scorpion),6860,Short scorpion toxin family,31,,,DISULFID:3,,,,
P59851,Centruroides limbatus (Scorpion),244936,Short scorpion toxin family,20,fragment,,,,,,
Q9TVX3,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,61,,,DISULFID:3,,,,
Q7M463,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,29,,,,Contains three disulfide bonds (Probable).,,,
P59938,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,57,,,DISULFID:3,,,,
P58490,Pandinus imperator (Emperor scorpion),55084,Short scorpion toxin family,38,,,DISULFID:4,,,,
P13487,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,59,,,DISULFID:3; MOD_RES:1,,,,
P55927,Pandinus imperator (Emperor scorpion),55084,Short scorpion toxin family,47,,,DISULFID:3,,,,
P46114,Tityus serrulatus (Brazilian scorpion),6887,Short scorpion toxin family,37,,,DISULFID:3,,,,
P59943,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,59,,,DISULFID:3; MOD_RES:1,,,,
P55928,Pandinus imperator (Emperor scorpion),55084,Short scorpion toxin family,35,,,DISULFID:3,,,,
P69940,Tityus serrulatus (Brazilian scorpion),6887,Long chain potassium channel inhibitor scorpion toxin family,85,,,DISULFID:3,,,,
P59944,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,37,,,DISULFID:3; MOD_RES:1,,,,
P45628,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,59,,,DISULFID:3; MOD_RES:1,,,,
Q10726,Pandinus imperator (Emperor scorpion),55084,Short scorpion toxin family,35,,,DISULFID:4,,,,
Q7Z0F1,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,55,,,,Contains three disulfide bonds (Probable).,,,
Q7Z0H4,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,55,,,,Contains three disulfide bonds (Probable).,,,
P24663,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin family,37,,,DISULFID:3; MOD_RES:1,,,,
Q7Z0H5,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,55,,,,Contains three disulfide bonds (Probable).,,,
P56219,Tityus serrulatus (Brazilian scorpion),6887,Short scorpion toxin family,57,,,DISULFID:3,,,,
P16341,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Short scorpion toxin family,31,,,DISULFID:3; MOD_RES:1,,,,
P40755,Centruroides margaritatus (Scorpion),29018,Short scorpion toxin family,39,,,DISULFID:3,,,,
Q9NBG9,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,59,,,DISULFID:3,,,,
P08815,Centruroides noxius (Mexican scorpion),6878,Short scorpion toxin family,39,,,DISULFID:3; MOD_RES:1,,,,
Q9TXD1,Centruroides noxius (Mexican scorpion),6878,Short scorpion toxin family,38,,,DISULFID:3,,,,
P59869,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin family,31,,,DISULFID:3; MOD_RES:1,,,,
P59870,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin family,31,,,DISULFID:3; MOD_RES:1,,,,
Q9NII7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,60,,,DISULFID:3; MOD_RES:1,,,,
Q8MQL0,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Short scorpion toxin family,59,,,DISULFID:3,,,,
O96669,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,,45,fragment,,,,,,
P56678,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,67,,LD(50) is 50 mg/kg by intracerebroventricular injection into mice.,DISULFID:4; MOD_RES:1,,,,
P59356,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,64,,LD(50) is 34.3 nmol/kg to cockroaches (Blatella germanica).,DISULFID:4; MOD_RES:1,,,,
P59357,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,66,,LD(50) is 28.7 nmol/kg to cockroaches (Blatella germanica).,DISULFID:4,,,,
P58488,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,64,,,DISULFID:4,,,,
Q9BKJ1,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9BKJ0,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
Q9U8D2,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Scorpion toxin 6 family,57,,,DISULFID:3,,,,
Q9NJP7,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Scorpion toxin 6 family,56,,,DISULFID:3,,,,
Q9U8D1,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Scorpion toxin 6 family,56,,,DISULFID:3,,,,
P56972,Pandinus imperator (Emperor scorpion),55084,,94,,,,Three disulfide bonds are present (Probable).,,,
Q95P89,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,,60,,,DISULFID:3; MOD_RES:1,,,,
Q867F4,Androctonus australis (Sahara scorpion),6858,Short scorpion toxin family,59,,,DISULFID:3; MOD_RES:1,,,,
Q86SD8,Androctonus australis (Sahara scorpion),6858,Short scorpion toxin family,59,,,DISULFID:3; MOD_RES:1,,,,
P63019,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,67,,,DISULFID:4,,,,
Q86SE1,Androctonus amoreuxi (African fattail scorpion),112024,Alpha/beta-scorpion toxin family,83,,,DISULFID:4,The C-terminal basic residue is removed by a carboxypeptidase.,,,
P01479,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,83,,,DISULFID:4,,,,
P56215,Androctonus mauretanicus mauretanicus (Scorpion),6860,Scorpion toxin 6 family,29,,,DISULFID:3,,,,
P15220,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Short scorpion toxin family,36,,,DISULFID:4,,,,
P01488,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,65,,,DISULFID:4; MOD_RES:1,,,,
P15229,Buthus sindicus (Scorpion),42519,Short scorpion toxin family,35,,,DISULFID:4,,,,
P59897,Centruroides infamatus infamatus (Kock scorpion),42200,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P18926,Centruroides limpidus tecomanus (Scorpion),6877,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P45666,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P15223,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,86,,,DISULFID:4; MOD_RES:1,,,,
P01492,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P45697,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,84,,LD(50) is 0.75 mg/kg by intravenous injection into mice.,DISULFID:4,,,,
P60277,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Alpha/beta-scorpion toxin family,64,,,DISULFID:4,,,,
P60252,Opistophthalmus carinatus (African yellow leg scorpion),190115,Scorpion calcine family,66,,,DISULFID:3,,,,
P15224,Orthochirus scrobiculosus (Central Asian scorpion),6892,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P60271,Parabuthus schlechteri (Scorpion),190110,Short scorpion toxin family,25,,,,,,,
P56608,Tityus bahiensis (Brazilian scorpion),50343,Alpha/beta-scorpion toxin family,62,,,DISULFID:4,,,,
P60260,Tityus discrepans (Venezuelan scorpion),57059,Alpha/beta-scorpion toxin family,26,fragment,,,,,,
P01496,Tityus serrulatus (Brazilian scorpion),6887,Alpha/beta-scorpion toxin family,80,fragment,,DISULFID:4; MOD_RES:1,,,,
Q86SE0,Androctonus amoreuxi (African fattail scorpion),112024,Alpha/beta-scorpion toxin family,86,,,DISULFID:4; MOD_RES:1,,,,
P01484,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,85,,,DISULFID:4; MOD_RES:1,,,,
P15221,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Alpha/beta-scorpion toxin family,62,,,DISULFID:4,,,,
P01483,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,65,,,DISULFID:4; MOD_RES:1,,,,
P15230,Buthus sindicus (Scorpion),42519,Scorpion toxin 6 family,28,,,,,,,
P60163,Centruroides gracilis (Slenderbrown scorpion) (Florida bark scorpion),217898,Alpha/beta-scorpion toxin family,68,,,DISULFID:4,,,,
P18927,Centruroides limpidus tecomanus (Scorpion),6877,Alpha/beta-scorpion toxin family,30,fragment,,,,,,
P59898,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P01495,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,84,fragment,LD(50) is 20 ug/kg in mice.,DISULFID:4; MOD_RES:1,,,,
P01493,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,87,,,DISULFID:4,,,,
P08900,Centruroides suffusus suffusus (Mexican scorpion),6881,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P59355,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,64,,LD(50) is 1.9 mg/kg by intracerebroventricular injection into mice.,DISULFID:4; MOD_RES:1,,,,
P59360,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,64,,,DISULFID:4,,,,
P45668,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Alpha/beta-scorpion toxin family,24,fragment,LD(50) is 2.25 mg/kg in mice by subcutaneous injection.,,,,,
P60253,Opistophthalmus carinatus (African yellow leg scorpion),190115,Scorpion calcine family,66,,,DISULFID:3,,,,
P56609,Tityus bahiensis (Brazilian scorpion),50343,Alpha/beta-scorpion toxin family,62,,,DISULFID:4; MOD_RES:1,,,,
P60261,Tityus discrepans (Venezuelan scorpion),57059,Alpha/beta-scorpion toxin family,13,fragment,,,,,,
P68410,Tityus serrulatus (Brazilian scorpion),6887,Alpha/beta-scorpion toxin family,62,,LD(50) is 6 ng by intracerebroventricular injection.,DISULFID:4; MOD_RES:1,,,,
P68411,Tityus stigmurus (Brazilian scorpion),50344,Alpha/beta-scorpion toxin family,62,,,DISULFID:4; MOD_RES:1,,,,
Q86SD9,Androctonus amoreuxi (African fattail scorpion),112024,Alpha/beta-scorpion toxin family,86,,,DISULFID:4,The C-terminal basic residue is removed by a carboxypeptidase.,,,
P01480,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
P60268,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Short scorpion toxin family,36,,,DISULFID:4,,,,
P01485,Buthus occitanus tunetanus (Common European scorpion),6871,Alpha/beta-scorpion toxin family,64,,,DISULFID:4; MOD_RES:1,,,,
P13488,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
Q7Z1K9,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P80076,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P01494,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P01487,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Alpha/beta-scorpion toxin family,64,,"LD(50) is 50 ug/kg by subcutaneous injection in mouse, 60 ng/g in Blatella germanica and 120 ng/g in Musca domestica.",DISULFID:4,,,,
P15227,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,65,,,DISULFID:4,,,,
P83400,Mesobuthus tamulus (Eastern Indian scorpion) (Buthus tamulus),34647,Short scorpion toxin family,60,,LD(50) is 53.1 mg/kg when injected into the thoracic region of insect larvae of H.armigera.,DISULFID:4,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),,
P15225,Orthochirus scrobiculosus (Central Asian scorpion),6892,Alpha/beta-scorpion toxin family,67,,,DISULFID:4,,,,
P60262,Tityus discrepans (Venezuelan scorpion),57059,Alpha/beta-scorpion toxin family,29,fragment,,,,,,
P45658,Androctonus australis (Sahara scorpion),6858,Alpha/beta-scorpion toxin family,84,,,DISULFID:4,,,,
P60269,Buthus eupeus (Lesser Asian scorpion) (Mesobuthus eupeus),34648,Short scorpion toxin family,35,,,DISULFID:4,,,,
P59354,Buthus occitanus mardochei (Moroccan scorpion),6869,Alpha/beta-scorpion toxin family,65,,,DISULFID:4,,,,
Q7Z1K8,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P45662,Centruroides noxius (Mexican scorpion),6878,Alpha/beta-scorpion toxin family,87,,,DISULFID:4; MOD_RES:1,,,,
P58778,Centruroides sculpturatus (Bark scorpion),218467,Alpha/beta-scorpion toxin family,66,,,DISULFID:4,,,,
P60266,Centruroides suffusus suffusus (Mexican scorpion),6881,Alpha/beta-scorpion toxin family,66,,,DISULFID:4; MOD_RES:1,,,,
P83644,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Alpha/beta-scorpion toxin family,65,,LD(50) is 20.3 +/- 3.0 mg/kg to the insect S.litura.,DISULFID:4; MOD_RES:1,,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P01489,Leiurus quinquestriatus quinquestriatus (Egyptian scorpion),6885,Alpha/beta-scorpion toxin family,65,,,DISULFID:4; MOD_RES:1,,,,
P58328,Mesobuthus martensii (Manchurian scorpion) (Buthus martensii),34649,Alpha/beta-scorpion toxin family,64,,LD(50) is 4 mg/kg by intravenous injection into mice.,DISULFID:4,,,,
P60263,Tityus discrepans (Venezuelan scorpion),57059,Alpha/beta-scorpion toxin family,27,fragment,,,,,,
P83435,Tityus fasciolatus (Central Brazilian scorpion),203543,Alpha/beta-scorpion toxin family,62,,,DISULFID:4,,,,
P45659,Tityus serrulatus (Brazilian scorpion),6887,Alpha/beta-scorpion toxin family,80,fragment,,DISULFID:4; MOD_RES:1,,,,
Q7Z1K7,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,87,,,DISULFID:4,,,,
Q7YT61,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,87,,,DISULFID:4,,,,
Q7Z1K6,Centruroides limpidus limpidus (Mexican scorpion),29941,Alpha/beta-scorpion toxin family,85,,,DISULFID:4,,,,
P01482,Androctonus mauretanicus mauretanicus (Scorpion),6860,Alpha/beta-scorpion toxin family,64,,,DISULFID:4; MOD_RES:1,,,,
