Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
Q68KK0,Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri),13686,AB hydrolase superfamily,346,,,CARBOHYD:3,N-glycosylated; contains mannose. {ECO:0000269|PubMed:15753912}.,GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),1: Evidence at protein level;
P0CH87,Vespa crabro (European hornet),7445,AB hydrolase superfamily,301,,,DISULFID:6,,GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),1: Evidence at protein level;
Q3ZU95,Vespula germanica (German yellow jacket) (German wasp),30212,AB hydrolase superfamily,300,,,DISULFID:6,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity); GO:0004623 (phospholipase A2 activity),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity); GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P51528,Vespula maculifrons (Eastern yellow jacket) (Wasp),7453,AB hydrolase superfamily,300,,,DISULFID:6,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity); GO:0004623 (phospholipase A2 activity),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0CH47,Vespa magnifica (Hornet),202807,AB hydrolase superfamily,337,,,DISULFID:7,May contain 7 disulfide bonds.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CH86,Vespula squamosa (Southern yellow jacket) (Wasp),30214,AB hydrolase superfamily,298,,,DISULFID:6; CARBOHYD:2,,GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity),1: Evidence at protein level;
P49369,Vespula vulgaris (Yellow jacket) (Wasp),7454,AB hydrolase superfamily,336,,,DISULFID:6,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity); GO:0004623 (phospholipase A2 activity),GO:0052740 (1-acyl-2-lysophosphatidylserine acylhydrolase activity); GO:0008970 (phosphatidylcholine 1-acylhydrolase activity); GO:0052739 (phosphatidylserine 1-acylhydrolase activity); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
F8J2D0,Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides),66186,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q3C2C2,Acanthaster planci (Crown-of-thorns starfish),133434,Phospholipase A2 family,159,,,DISULFID:6,,GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P85062,Acanthophis rugosus (Irian Jayan death adder),239748,Phospholipase A2 family,29,fragment,,,Contains 7 disulfide bonds. {ECO:0000250}.,GO:0016042 (lipid catabolic process); GO:0006937 (regulation of muscle contraction); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P86529,Daboia russelii (Russel's viper) (Vipera russelii),31159,Phospholipase A2 family,17,fragment,,,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P24644,Maticora bivirgata (Blue Malaysian coral snake) (Calliophis bivirgata),8633,Phospholipase A2 family,38,fragment,,,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P21790,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,27,fragment,,,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P25072,Micrurus tener microgalbineus (Spotted coral snake) (Micrurus fulvius microgalbineus),8636,Phospholipase A2 family,12,fragment,,,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P86119,Opisthacanthus cayaporum (South American scorpion),573324,,16,fragment,,,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q4VRI5,Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan),8667,Phospholipase A2 family,154,,LD(100) is 3500 ug/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:16669624}.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
F8J2D2,Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides),66186,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
F5CPF0,Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris),129457,Phospholipase A2 family,140,,,DISULFID:7; CARBOHYD:2,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q3C2C1,Acanthaster planci (Crown-of-thorns starfish),133434,Phospholipase A2 family,158,,,DISULFID:6,,GO:0044179 (hemolysis in other organism); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P85060,Acanthophis sp. (strain Seram) (Seram death adder),412080,Phospholipase A2 family,30,fragment,,,Contains seven disulfide bonds. {ECO:0000250|UniProtKB:P81236}.,GO:0016042 (lipid catabolic process); GO:0006937 (regulation of muscle contraction); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0C933,Lachesis muta muta (Bushmaster),8753,Phospholipase A2 family,49,fragment,,DISULFID:1,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P24645,Maticora bivirgata (Blue Malaysian coral snake) (Calliophis bivirgata),8633,Phospholipase A2 family,38,fragment,,,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P21791,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,28,fragment,,,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P86120,Opisthacanthus cayaporum (South American scorpion),573324,Phospholipase A2 family,27,fragment,,,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q45Z47,Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan),8667,Phospholipase A2 family,146,,LD(100) is 2 ug/kg by intracerebroventricular injection into mice. {ECO:0000269|PubMed:16669624}.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
F5CPF1,Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris),129457,Phospholipase A2 family,142,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P85061,Acanthophis sp. (strain Seram) (Seram death adder),412080,Phospholipase A2 family,30,fragment,,,,GO:0016042 (lipid catabolic process); GO:0006937 (regulation of muscle contraction); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0DMK1,Bothrops matogrossensis (Pitviper) (Bothrops neuwiedi matogrossensis),1171125,Phospholipase A2 family,32,fragment,,DISULFID:2,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0CV89,Crotalus atrox (Western diamondback rattlesnake),8730,Phospholipase A2 family,61,fragment,,DISULFID:2,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P16354,Heloderma suspectum (Gila monster),8554,Phospholipase A2 family,143,,,DISULFID:3,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P21792,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Phospholipase A2 family,28,fragment,,,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P86542,Naja naja (Indian cobra),35670,Phospholipase A2 family,15,fragment,,DISULFID:1,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),GO:0046872 (metal ion binding); GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9PRG0,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Phospholipase A2 family,145,,,DISULFID:5,This enzyme lacks two of the seven disulfide bonds found in similar PLA2 proteins.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
C9DPL5,Bothrops pirajai (Piraja's lance head),113192,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q75S48,Bungarus candidus (Malayan krait),92438,Phospholipase A2 family,152,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q6SLM2,Bungarus caeruleus (Indian krait),132961,Phospholipase A2 family,137,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q7T2Q5,Bungarus flaviceps flaviceps (Red-headed krait),8615,Phospholipase A2 family,147,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P0CAR9,Cerastes cerastes (Horned desert viper),8697,Phospholipase A2 family,137,,,DISULFID:7,Glycosylated (2.5%).,GO:0001525 (angiogenesis); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
A8CG86,Daboia russelii (Russel's viper) (Vipera russelii),31159,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q7T3S7,Echis carinatus (Saw-scaled viper),40353,Phospholipase A2 family,136,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P24293,Eristicophis macmahoni (Leaf-nosed viper),110227,Phospholipase A2 family,121,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P0C932,Lachesis muta muta (Bushmaster),8753,Phospholipase A2 family,50,fragment,,DISULFID:1,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00611,Laticauda semifasciata (Black-banded sea krait) (Pseudolaticauda semifasciata),8631,Phospholipase A2 family,145,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
C3W4R6,Macrovipera lebetina (Levantine viper) (Vipera lebetina),8709,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00598,Naja atra (Chinese cobra),8656,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00596,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Phospholipase A2 family,146,,LD(50) is 10 mg/kg by intravenous injection.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00602,Naja mossambica (Mozambique spitting cobra),8644,Phospholipase A2 family,118,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P80966,Ophiophagus hannah (King cobra) (Naja hannah),8665,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00625,Ovophis okinavensis (Ryukyu Island pit viper) (Trimeresurus okinavensis),8769,Phospholipase A2 family,139,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0006644 (phospholipid metabolic process); GO:0005576 (extracellular region); GO:0043655 (extracellular space of host); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P06859,Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis),88087,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q91506,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9W7J4,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,154,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P20476,Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper),8767,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q45Z30,Tropidechis carinatus (Australian rough-scaled snake),100989,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q910A1,Vipera ammodytes ammodytes (Western sand viper),8705,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
F8QN52,Vipera renardi (Steppe viper) (Vipera ursinii renardi),927686,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
C1IC46,Walterinnesia aegyptia (Desert black snake),64182,Phospholipase A2 family,137,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P07037,Aspidelaps scutatus (Shield-nose snake),8607,Phospholipase A2 family,119,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00621,Bitis nasicornis (Rhinoceros adder) (Rhinoceros viper),8695,Phospholipase A2 family,119,,,,Contains 6 disulfide bonds.,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P86389,Bothrops asper (Terciopelo),8722,Phospholipase A2 family,124,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P84397,Bothrops insularis (Golden lancehead) (Lachesis insularis),8723,Phospholipase A2 family,107,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q7T2Q4,Bungarus flaviceps flaviceps (Red-headed krait),8615,Phospholipase A2 family,147,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P0CAS0,Cerastes cerastes (Horned desert viper),8697,Phospholipase A2 family,136,,,DISULFID:7,Glycosylated (2.5%).,GO:0001525 (angiogenesis); GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
A8CG87,Daboia russelii (Russel's viper) (Vipera russelii),31159,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
A8CG78,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P24294,Eristicophis macmahoni (Leaf-nosed viper),110227,Phospholipase A2 family,121,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P80003,Heloderma suspectum (Gila monster),8554,Phospholipase A2 family,142,,,DISULFID:3,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
B6CQR5,Macrovipera lebetina (Levantine viper) (Vipera lebetina),8709,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q91133,Naja atra (Chinese cobra),8656,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P00597,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Phospholipase A2 family,146,,LD(50) is 4.4 mg/kg by intravenous injection.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00600,Naja melanoleuca (Forest cobra) (Black-lipped cobra),8643,Phospholipase A2 family,119,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P15445,Naja naja (Indian cobra),35670,Phospholipase A2 family,119,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P60044,Naja sagittifera (Andaman cobra),195058,Phospholipase A2 family,126,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9DF33,Ophiophagus hannah (King cobra) (Naja hannah),8665,Phospholipase A2 family,146,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q9I968,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Phospholipase A2 family,138,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
Q9W7J3,Pseudonaja textilis (Eastern brown snake),8673,Phospholipase A2 family,154,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P81478,Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper),8767,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q45Z29,Tropidechis carinatus (Australian rough-scaled snake),100989,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
F8QN53,Vipera renardi (Steppe viper) (Vipera ursinii renardi),927686,Phospholipase A2 family,137,,LD(50) is 10.7 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:21185324}.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
C1IC45,Walterinnesia aegyptia (Desert black snake),64182,Phospholipase A2 family,137,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q6YNQ0,Bungarus candidus (Malayan krait),92438,Phospholipase A2 family,137,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
P00619,Bungarus multicinctus (Many-banded krait),8616,Phospholipase A2 family,147,,LD(50) is 0.13 mg/kg by intraperitoneal injection.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0072556 (other organism presynaptic membrane); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P00601,Naja melanoleuca (Forest cobra) (Black-lipped cobra),8643,Phospholipase A2 family,119,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P60045,Naja sagittifera (Andaman cobra),195058,Phospholipase A2 family,126,fragment,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P20251,Pseudechis australis (Mulga snake) (King brown snake),8670,Phospholipase A2 family,118,,LD(50) is 0.21 mg/kg by intravenous injection. {ECO:0000269|PubMed:2343466}.,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
P81480,Trimeresurus gramineus (Bamboo pit viper) (Indian green tree viper),8767,Phospholipase A2 family,122,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),1: Evidence at protein level;
Q45Z28,Tropidechis carinatus (Australian rough-scaled snake),100989,Phospholipase A2 family,151,,,DISULFID:7,,GO:0016042 (lipid catabolic process); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0004623 (phospholipase A2 activity),2: Evidence at transcript level;
